sale_id,date,make,model,year,body_style,color,mileage,condition,price,sale_price,customer_id,customer_name,dealer_name,city,state,payment_type,financing_bank
145,2025-02-06,Toyota,Corolla,2022,Coupe,White,30769,Certified Pre-Owned,69697.22,69221.02,CUST0145,Joshua Beard,"White, Underwood and Dennis Auto",Pereztown,GA,Financing,Chase
146,2024-09-24,Tesla,Model 3,2020,Truck,Silver,78651,Fair,65561.43,63709.91,CUST0146,Justin Cantrell,"Young, Hernandez and Watkins Auto",East Jonathan,IL,Cash,Ally Financial
147,2025-05-16,Toyota,Corolla,2018,Sedan,Green,46515,Certified Pre-Owned,77432.86,75896.43,CUST0147,Melissa Garrison,Delgado LLC Auto,Gregorymouth,NY,Financing,LightStream
148,2024-03-02,Mazda,CX-5,2025,Coupe,Black,55060,Fair,59249.61,57045.67,CUST0148,James Haynes,Barker-Foley Auto,Johnsonberg,IL,Lease,Bank of America
149,2025-04-05,Hyundai,Tucson,2019,Convertible,Red,2845,Certified Pre-Owned,40323.43,40212.23,CUST0149,Tara Barry,Martinez Group Auto,Jamesburgh,PA,Cash,Ally Financial
150,2024-10-22,Kia,Sportage,2020,Truck,Green,62446,Excellent,37377.45,35693.8,CUST0150,William Higgins,Richards LLC Auto,New Todd,MI,Cash,LightStream
151,2024-08-20,Kia,Sportage,2020,Sedan,Black,25778,Excellent,28530.38,27786.09,CUST0151,Catherine Munoz,Meyer-Bradshaw Auto,West Ashleyland,NY,Lease,US Bank
152,2025-03-05,Tesla,Model Y,2018,Truck,Gray,23311,Certified Pre-Owned,24192.24,24128.06,CUST0152,Jonathan Reid,Anderson-Villanueva Auto,Lake Paulview,GA,Lease,Wells Fargo
153,2024-04-15,Mazda,CX-5,2022,Sedan,Green,75657,Excellent,55528.66,53023.4,CUST0153,Jennifer Burns,Stevens-Delgado Auto,Robinsonport,OH,Lease,Bank of America
154,2025-04-06,Honda,Civic,2020,Sedan,Gray,8935,Fair,52203.6,50377.85,CUST0154,Donald Parker MD,"Reyes, Patel and Hamilton Auto",South Steven,TX,Lease,Wells Fargo
155,2024-08-26,Hyundai,Elantra,2025,Coupe,Red,77348,Fair,79577.28,79201.99,CUST0155,Thomas Johnson,Smith Ltd Auto,North Luis,OH,Cash,Bank of America
156,2024-08-14,Nissan,Altima,2020,Convertible,White,48161,Good,16787.15,16106.07,CUST0156,Nicholas Pennington Jr.,Petty Group Auto,East Vanessafort,AZ,Financing,Capital One
157,2024-07-16,Nissan,Rogue,2024,Convertible,Blue,24757,Good,57009.72,54882.71,CUST0157,Gina Malone,Bridges Group Auto,Lake Josephmouth,MI,Lease,Citi
158,2024-10-31,Subaru,Outback,2025,SUV,Blue,50450,Fair,38221.04,37956.89,CUST0158,Sharon Reynolds,Oliver LLC Auto,New Brittanyborough,NY,Financing,LightStream
159,2024-10-15,Ford,F-150,2022,Sedan,Gray,1275,Fair,55807.54,54774.87,CUST0159,Mr. Darin Harvey,Lynch Ltd Auto,West Jermainestad,FL,Financing,LightStream
160,2025-01-18,Tesla,Model 3,2020,Convertible,Gray,9780,Certified Pre-Owned,59445.99,56709.46,CUST0160,David Callahan,"Thomas, Harris and Bowers Auto",North Connie,GA,Cash,Ally Financial
161,2024-01-19,Toyota,Corolla,2023,Convertible,Silver,36427,Certified Pre-Owned,37912.52,36316.29,CUST0161,Cameron Rice,Simmons-Jimenez Auto,Port Dariusbury,IL,Lease,Citi
162,2024-06-19,Volkswagen,Jetta,2025,Hatchback,Beige,77225,Certified Pre-Owned,24332.89,24277.13,CUST0162,Ashley Parker,Zhang-Collins Auto,South Lisa,NY,Lease,US Bank
163,2024-04-21,Kia,Sportage,2019,Coupe,Silver,66378,Certified Pre-Owned,67086.89,66600.61,CUST0163,Dr. Ryan Valencia,Carey and Sons Auto,Turnerchester,PA,Financing,US Bank
164,2024-02-15,Audi,A4,2024,Sedan,Beige,49728,Fair,74756.03,71330.2,CUST0164,Jessica Martinez,Hayes Group Auto,South Kaitlyn,FL,Lease,Capital One
165,2025-05-04,Kia,Sportage,2024,Sedan,Red,63711,Fair,35377.24,35085.11,CUST0165,Steven Michael,Hill LLC Auto,New Jacobview,NY,Cash,Chase
166,2024-04-15,Honda,Accord,2018,Coupe,Black,74288,Excellent,33567.97,32332.45,CUST0166,Mark Chapman,Craig LLC Auto,West James,TX,Cash,US Bank
167,2024-12-30,Ford,F-150,2021,Coupe,Red,57383,Good,44665.41,44639.46,CUST0167,Heather Mitchell,Wolfe and Sons Auto,East Alexastad,MI,Cash,US Bank
168,2024-06-02,Kia,Sportage,2024,Sedan,Gray,48500,Excellent,29431.14,28485.82,CUST0168,Sean Martinez,Lucas-Landry Auto,Lake Markchester,NY,Cash,Bank of America
169,2024-07-13,Toyota,Camry,2019,Coupe,Beige,29523,Fair,61752.94,60243.57,CUST0169,Mary Anderson,Greene PLC Auto,Johnsville,TX,Cash,LightStream
170,2024-08-17,Toyota,Corolla,2018,Truck,Gray,12094,Certified Pre-Owned,62053.46,61171.77,CUST0170,Heather Hart,Herrera-Benson Auto,Wongborough,PA,Financing,Capital One
171,2025-04-03,Toyota,Camry,2025,Hatchback,Beige,27932,Excellent,79930.18,75960.89,CUST0171,Monica Morgan,Fox LLC Auto,New Anthony,PA,Cash,Citi
172,2024-04-03,Tesla,Model Y,2025,Sedan,Black,37935,Excellent,67733.52,66578.55,CUST0172,Alicia Walker,Holt Ltd Auto,Browntown,AZ,Cash,Capital One
173,2024-05-27,Honda,CR-V,2019,SUV,Blue,2038,Good,68760.6,68690.1,CUST0173,Melissa Ryan,Petty Ltd Auto,Port Brendanland,CA,Financing,Bank of America
174,2024-06-24,Ford,Mustang,2024,Coupe,White,22422,Certified Pre-Owned,36751.56,36469.45,CUST0174,Joshua Castro,Terry Ltd Auto,Harrellville,OH,Cash,US Bank
175,2024-09-10,Ford,F-150,2023,Coupe,Black,8407,Fair,50261.55,47852.58,CUST0175,Lisa Hudson,Brooks-Miller Auto,South Jose,MI,Lease,Chase
176,2024-04-26,Tesla,Model 3,2018,Truck,Gray,9181,Excellent,77195.53,74644.07,CUST0176,Jennifer Sloan,Roach-Rice Auto,South Laura,TX,Lease,Ally Financial
177,2025-06-19,Kia,Sportage,2024,Coupe,Gray,35917,Certified Pre-Owned,18777.68,18744.0,CUST0177,Dustin Mills,Owen-Young Auto,Johnfurt,PA,Financing,Capital One
178,2025-01-29,Mercedes,C-Class,2018,Coupe,Silver,41526,Fair,70077.51,67472.97,CUST0178,Rebecca Evans,"Todd, Taylor and Hayes Auto",Jessicafort,PA,Financing,Chase
179,2024-08-31,Tesla,Model Y,2022,Sedan,Green,77419,Fair,25994.16,25096.86,CUST0179,Ashley Sutton,Hughes PLC Auto,Brandonside,IL,Lease,Capital One
180,2024-08-01,Mazda,CX-5,2019,Truck,Black,67924,Fair,65723.43,64935.02,CUST0180,Joshua Smith,"Dillon, Gonzalez and Phelps Auto",East William,FL,Financing,LightStream
181,2024-01-31,Honda,Civic,2019,Coupe,White,48377,Excellent,34507.11,33744.63,CUST0181,Tamara Ballard,Banks-Jones Auto,Anthonyton,MI,Cash,Bank of America
182,2024-12-03,Hyundai,Tucson,2025,Coupe,White,72962,Fair,58625.68,58223.53,CUST0182,Elizabeth Jordan,Watson-Montgomery Auto,Williamsberg,FL,Financing,LightStream
183,2025-03-03,Subaru,Outback,2024,Truck,Blue,37970,Excellent,70268.06,67900.37,CUST0183,Hannah Gibson,Briggs-Horton Auto,Danielburgh,TX,Financing,US Bank
184,2024-05-28,Subaru,Outback,2020,Hatchback,Green,64708,Good,55568.53,55358.37,CUST0184,Danielle Hanson,"Lynch, Forbes and Sanders Auto",North Amandamouth,CA,Lease,Chase
185,2024-05-15,Volkswagen,Jetta,2023,SUV,Beige,67082,Excellent,70123.19,66844.22,CUST0185,Laura Shepherd,"Thomas, Wright and Floyd Auto",Cameronland,GA,Cash,Capital One
186,2024-04-06,Audi,Q5,2022,Sedan,Blue,18740,Certified Pre-Owned,72054.8,71865.17,CUST0186,Kayla Smith,Kelly Ltd Auto,Jodifort,IL,Cash,Capital One
187,2025-02-23,Subaru,Outback,2019,Coupe,Green,70644,Excellent,34162.85,33947.79,CUST0187,Jerome Walker,Black PLC Auto,Kristinaberg,TX,Financing,Chase
188,2024-02-11,Toyota,Corolla,2024,Coupe,Red,75599,Good,49766.86,49522.19,CUST0188,Diane Smith,"Rodriguez, Johnson and Alexander Auto",Joneshaven,PA,Cash,Citi
189,2024-12-15,Kia,Sportage,2025,Truck,Blue,15925,Excellent,40443.2,39911.77,CUST0189,Christine Mcclure,Graham Group Auto,Campbellton,PA,Cash,Ally Financial
190,2024-01-15,Toyota,Corolla,2018,Hatchback,Beige,45595,Excellent,66774.69,64879.69,CUST0190,Eduardo Robinson,"Boone, Jacobs and Watts Auto",Nicoleland,TX,Lease,Chase
191,2024-09-07,Toyota,Camry,2025,Convertible,Blue,48198,Good,74318.32,72659.52,CUST0191,Deborah Howell,"Foley, Hoover and Welch Auto",East Brittanyland,OH,Financing,Capital One
192,2025-02-19,Honda,Civic,2024,Coupe,Green,63976,Excellent,74863.51,72925.36,CUST0192,Matthew Harrington,Klein-Bennett Auto,Davidville,FL,Lease,Bank of America
193,2024-10-02,Kia,Sportage,2020,Truck,Black,33940,Good,66894.74,64141.61,CUST0193,Ashley Jenkins,"Ramirez, Swanson and Patrick Auto",Port Kristin,NY,Cash,Wells Fargo
194,2024-04-26,Honda,Civic,2023,Convertible,Beige,70088,Fair,25298.62,25237.97,CUST0194,Karen Jordan,Davenport-Howard Auto,West Patriciaport,NY,Cash,Capital One
195,2024-05-09,Tesla,Model Y,2025,Convertible,Black,22357,Excellent,74253.47,71581.79,CUST0195,Mark Hardy,Potter PLC Auto,New Erica,CA,Financing,US Bank
196,2024-06-10,Tesla,Model 3,2022,Convertible,White,11875,Certified Pre-Owned,59724.8,58614.07,CUST0196,Anne Nguyen,Shaw-Evans Auto,Bryantown,FL,Lease,Wells Fargo
197,2024-05-13,Chevrolet,Tahoe,2024,Coupe,Black,1908,Good,66843.82,63704.93,CUST0197,Victoria Edwards,Young-Hart Auto,Port Jeffrey,MI,Lease,Chase
198,2025-01-31,Honda,Accord,2023,Coupe,Silver,6195,Excellent,46907.8,46106.1,CUST0198,Tracy Liu MD,Dominguez Group Auto,Nicholasview,GA,Lease,Citi
199,2024-08-16,Mercedes,E-Class,2018,Convertible,Red,13842,Fair,29721.52,28787.76,CUST0199,Nichole Atkins,Turner-Campbell Auto,East Maryport,OH,Cash,Capital One
200,2024-11-22,Mercedes,E-Class,2024,SUV,Green,45510,Certified Pre-Owned,63963.01,62157.95,CUST0200,Andre Carter,"Tucker, Buck and Jackson Auto",East Jill,MI,Financing,Citi
201,2025-01-12,BMW,X5,2018,Convertible,Beige,24642,Certified Pre-Owned,23628.99,22872.56,CUST0201,Victoria Cook,Carson Ltd Auto,Lake Brandon,FL,Cash,Wells Fargo
202,2025-03-07,Honda,CR-V,2023,Coupe,Blue,2404,Excellent,71750.96,69453.45,CUST0202,Wanda Thornton,Miller-Moreno Auto,Hardingville,AZ,Financing,LightStream
203,2024-03-26,Tesla,Model Y,2021,Sedan,Gray,37684,Certified Pre-Owned,68453.2,68131.51,CUST0203,Emma Kelly,Jones LLC Auto,South Victoria,TX,Cash,Chase
204,2024-04-14,Nissan,Altima,2018,Convertible,Blue,31568,Fair,43406.14,41936.0,CUST0204,Charles Welch,Castillo-Edwards Auto,Katiemouth,AZ,Cash,Chase
205,2025-04-08,Mazda,CX-5,2018,Hatchback,Green,171,Fair,32982.46,31435.55,CUST0205,Trevor Rodriguez,"Barber, Mccullough and Hoffman Auto",West James,MI,Lease,LightStream
206,2025-06-09,Toyota,Corolla,2024,Coupe,Red,696,Good,32934.78,32707.86,CUST0206,Ronald Patton,Williams-Alvarado Auto,East Kimberlyfort,IL,Financing,LightStream
207,2025-05-12,Kia,Sportage,2018,Sedan,Blue,61589,Good,56304.41,56155.8,CUST0207,Oscar Foster,"Wall, Escobar and Eaton Auto",Tranville,CA,Cash,LightStream
208,2025-06-17,Nissan,Altima,2018,Truck,Black,24651,Fair,25387.38,24696.14,CUST0208,Teresa Montgomery,"Salazar, Morris and Simon Auto",Port Sean,CA,Lease,Chase
209,2024-02-06,Chevrolet,Tahoe,2018,Coupe,Red,39161,Fair,73311.86,70079.79,CUST0209,Jennifer Charles,"Morales, Andersen and Garcia Auto",Jonesbury,PA,Cash,Chase
210,2024-10-04,Hyundai,Elantra,2022,SUV,Silver,65716,Certified Pre-Owned,26696.73,25772.3,CUST0210,David Hobbs,Brown and Sons Auto,Josefurt,OH,Cash,LightStream
211,2025-06-04,Honda,CR-V,2023,Hatchback,Silver,70286,Fair,35457.7,34010.64,CUST0211,Phillip Haley,"Frazier, Chavez and Davis Auto",Belindamouth,OH,Cash,Ally Financial
212,2024-07-19,Tesla,Model Y,2023,SUV,Blue,61356,Fair,73393.7,70153.61,CUST0212,Krystal Brown,Lopez-Mccoy Auto,Lake Diana,TX,Cash,LightStream
213,2025-05-17,Hyundai,Elantra,2025,Sedan,Red,16001,Fair,58711.64,58653.8,CUST0213,Elizabeth Morris,Nunez LLC Auto,Melissafurt,NY,Lease,Bank of America
214,2024-01-25,Audi,Q5,2022,Truck,Black,16669,Excellent,20706.56,19696.61,CUST0214,Kevin Jacobs,"Garner, Smith and Sosa Auto",Lake Christie,CA,Lease,Chase
215,2025-04-18,Audi,A4,2022,Hatchback,Red,8879,Fair,56076.77,53389.89,CUST0215,Nicholas Martinez,Morgan-Sanders Auto,Rosshaven,OH,Financing,Citi
216,2024-09-15,Ford,Mustang,2020,Coupe,Blue,58729,Good,45733.42,45047.78,CUST0216,Jeffery Peters,Boyd-Mccullough Auto,Lake Tracymouth,NY,Lease,LightStream
217,2024-04-26,Tesla,Model Y,2021,SUV,Gray,79001,Fair,17732.75,17675.72,CUST0217,Joseph Carson,Stewart Group Auto,New Brittanyhaven,CA,Financing,Chase
218,2024-08-06,BMW,3 Series,2024,Sedan,Silver,39540,Certified Pre-Owned,27915.16,27651.64,CUST0218,Nathaniel Fisher,Rubio Group Auto,Bentleyfort,TX,Cash,LightStream
219,2024-12-01,Ford,Mustang,2022,Convertible,Black,74382,Fair,55017.25,52642.99,CUST0219,Allison Butler MD,Blair and Sons Auto,South Kim,NY,Financing,Capital One
220,2024-07-08,Hyundai,Tucson,2022,Coupe,Red,25553,Good,71526.22,69490.15,CUST0220,Brooke Vance,"Aguilar, Short and Bryant Auto",Oconnorhaven,TX,Lease,US Bank
221,2024-08-08,Subaru,Outback,2023,Truck,Green,72341,Fair,60043.94,58831.59,CUST0221,Melissa Blair,Lynch PLC Auto,Port Kimberly,TX,Financing,Chase
222,2024-07-20,Mazda,CX-5,2023,Hatchback,Gray,14128,Certified Pre-Owned,79495.15,79161.85,CUST0222,Anna Holloway DDS,Aguilar and Sons Auto,Matthewfurt,MI,Financing,LightStream
223,2024-01-03,Mercedes,C-Class,2021,SUV,Gray,1026,Excellent,30590.47,30091.52,CUST0223,Nicole Johnson,"Peters, Stanley and Harrell Auto",Cameronton,IL,Cash,Citi
224,2024-06-19,Ford,F-150,2021,Sedan,Green,533,Good,59947.62,58524.32,CUST0224,Miguel Shelton,"Maxwell, Zimmerman and Johnson Auto",Carrilloberg,FL,Financing,Chase
225,2024-09-23,Kia,Sportage,2020,Truck,Gray,71600,Excellent,47217.85,45467.26,CUST0225,Angelica Castillo,"Carson, May and Schneider Auto",Nicholasside,GA,Financing,Capital One
226,2025-02-10,Audi,Q5,2022,Coupe,White,20996,Good,45374.63,44947.61,CUST0226,Michael Terry,Fuller-Perry Auto,New Gloria,PA,Financing,LightStream
227,2025-04-24,Subaru,Outback,2024,Truck,Gray,63639,Excellent,76903.64,73837.25,CUST0227,Shelly Henderson,"Boyer, Harrell and Whitney Auto",North Marioburgh,NY,Lease,Chase
228,2024-09-19,Tesla,Model Y,2020,Convertible,Beige,3872,Excellent,28081.08,27916.7,CUST0228,Thomas Smith,Farmer-Alvarado Auto,Brownport,TX,Lease,Wells Fargo
229,2024-09-09,Chevrolet,Silverado,2025,Truck,Black,68634,Certified Pre-Owned,47499.04,46622.46,CUST0229,Jacqueline Flores,Mejia LLC Auto,Barronview,GA,Cash,Bank of America
230,2024-06-20,Toyota,Camry,2024,Convertible,Black,55524,Good,69567.2,67493.28,CUST0230,John James,Rodriguez-Garza Auto,South Kellymouth,MI,Lease,Capital One
231,2024-12-01,Toyota,Camry,2018,Convertible,Black,20922,Certified Pre-Owned,39596.1,39366.87,CUST0231,Ann Simmons,Williams LLC Auto,Julieborough,PA,Lease,Chase
232,2024-11-11,Chevrolet,Silverado,2020,Coupe,Red,66005,Fair,39016.55,38127.55,CUST0232,Melanie Sutton,"Love, Austin and Aguilar Auto",Brandychester,CA,Financing,Bank of America
233,2025-06-17,Nissan,Rogue,2025,Sedan,Beige,79233,Fair,53790.88,51523.01,CUST0233,Paula Miller,Brown-Berry Auto,Port Lori,PA,Cash,Citi
234,2024-03-02,Honda,Civic,2018,Convertible,White,71574,Fair,51244.62,50043.38,CUST0234,Jennifer Bradshaw MD,Burton-Lee Auto,Johnville,OH,Lease,US Bank
235,2025-06-28,Ford,Explorer,2025,Convertible,Gray,25217,Fair,50813.72,48386.16,CUST0235,Kevin Morrison,"Nguyen, Garner and Warner Auto",Port Stephanie,IL,Financing,Ally Financial
236,2024-05-05,Hyundai,Elantra,2024,Coupe,White,23959,Good,74665.95,72642.02,CUST0236,Amy Edwards,"Rogers, Davidson and Hart Auto",Kellerbury,TX,Cash,Bank of America
237,2024-10-02,Nissan,Rogue,2018,Truck,White,41966,Certified Pre-Owned,42453.21,41227.37,CUST0237,Devon Jordan,Stark-Smith Auto,West Patrick,AZ,Lease,LightStream
238,2024-02-23,Nissan,Altima,2022,Hatchback,White,27741,Certified Pre-Owned,29467.08,28029.52,CUST0238,Julie Fleming,Mendoza PLC Auto,Jillside,PA,Lease,Wells Fargo
239,2024-03-05,Nissan,Altima,2023,Sedan,Silver,54823,Certified Pre-Owned,60892.52,60408.29,CUST0239,Ashlee Bright,"Martinez, Morton and Marshall Auto",Kingfurt,MI,Lease,LightStream
240,2025-04-10,Toyota,Camry,2022,Coupe,Black,30793,Fair,79542.01,75884.25,CUST0240,Stephen Poole,Shaw-Pierce Auto,West Sandramouth,PA,Cash,Bank of America
241,2024-03-14,Chevrolet,Silverado,2020,Hatchback,Red,50816,Certified Pre-Owned,78249.7,74804.53,CUST0241,Jessica Rodriguez,Reilly-Trevino Auto,Whitebury,FL,Financing,LightStream
242,2025-03-08,Kia,Sportage,2022,Sedan,Beige,71384,Good,77756.06,74848.1,CUST0242,Wanda Smith,Hall Inc Auto,Chambersmouth,FL,Financing,Citi
243,2024-03-20,Subaru,Outback,2018,Coupe,Green,17676,Certified Pre-Owned,37870.7,37613.22,CUST0243,Calvin Jackson,"Bailey, Peterson and Archer Auto",Thomasview,CA,Lease,US Bank
244,2024-05-26,Tesla,Model Y,2018,Hatchback,Green,33169,Fair,74903.19,72807.89,CUST0244,Monica Hernandez,"Robinson, Woods and Shaw Auto",Lisatown,CA,Cash,Ally Financial
245,2025-03-28,Mercedes,E-Class,2025,Sedan,Beige,66977,Good,34129.66,34079.36,CUST0245,Antonio Cummings,Turner PLC Auto,Lake Robertshire,OH,Financing,Ally Financial
246,2024-01-28,Nissan,Altima,2020,SUV,Blue,43791,Fair,35546.21,34379.59,CUST0246,Julie Mosley,Allen PLC Auto,South Chelsea,MI,Financing,Capital One
247,2024-09-08,Mercedes,E-Class,2020,Coupe,Silver,17730,Excellent,54658.61,53490.43,CUST0247,Steven Keller,Johnson Inc Auto,Richardsonland,GA,Financing,US Bank
248,2025-03-08,Toyota,Corolla,2024,Sedan,Gray,67733,Fair,58303.47,55676.59,CUST0248,Jesse Allen,Williamson PLC Auto,Lake Morgan,FL,Financing,Citi
249,2025-04-27,Hyundai,Elantra,2024,Convertible,Silver,26593,Good,58609.78,57219.6,CUST0249,Daniel Miller,Briggs Ltd Auto,Leemouth,MI,Lease,Capital One
250,2025-05-21,Honda,Accord,2020,Hatchback,Green,24473,Certified Pre-Owned,38279.85,38052.42,CUST0250,Patricia Fry,Jones-Taylor Auto,South Katherinemouth,AZ,Financing,Capital One
251,2025-05-26,Toyota,RAV4,2018,Truck,White,73342,Certified Pre-Owned,29732.6,28842.77,CUST0251,Paul Snyder,"Velasquez, Martin and Townsend Auto",Jasonport,IL,Cash,LightStream
252,2024-11-24,Nissan,Altima,2019,Coupe,Silver,63050,Good,60892.17,60381.99,CUST0252,Randall Horne Jr.,Miller-Prince Auto,Monicashire,NY,Lease,Ally Financial
253,2025-03-18,Toyota,Camry,2024,Coupe,Green,37403,Good,17044.55,16814.23,CUST0253,Christopher Morgan,Roman Ltd Auto,Shelleytown,GA,Lease,Chase
254,2025-02-01,Hyundai,Tucson,2024,Convertible,Black,832,Excellent,19905.49,19512.23,CUST0254,Sandra Rodriguez,Stewart-Carter Auto,West Christineberg,CA,Lease,Bank of America
255,2025-06-25,Mercedes,C-Class,2024,Truck,Red,40761,Fair,38115.17,37478.66,CUST0255,Jason Miller,Wong Ltd Auto,East Katelyn,NY,Cash,Chase
256,2025-04-25,Honda,Civic,2025,SUV,Beige,39074,Certified Pre-Owned,72530.55,72056.52,CUST0256,Mrs. Jessica Hardin,Duncan Group Auto,South April,FL,Cash,Ally Financial
257,2024-10-09,Honda,CR-V,2020,Hatchback,Gray,7405,Certified Pre-Owned,37091.86,36488.71,CUST0257,Peter Benson,Mitchell Inc Auto,Lindseyland,PA,Cash,Wells Fargo
258,2024-09-22,Honda,Civic,2024,Convertible,Black,6009,Certified Pre-Owned,79470.55,76981.2,CUST0258,Madison Mejia,Warren PLC Auto,Johnport,PA,Cash,Capital One
259,2024-08-12,Mazda,CX-5,2019,SUV,Blue,121,Excellent,71194.49,70531.54,CUST0259,Colin Jones DDS,Smith-Cantu Auto,Wrighttown,FL,Financing,Chase
260,2025-02-06,Toyota,Camry,2024,Coupe,Blue,32138,Certified Pre-Owned,32532.74,31146.35,CUST0260,Wanda Chapman,Lucero-Mcdonald Auto,Amyfort,IL,Lease,US Bank
261,2025-01-16,Mazda,CX-5,2024,Sedan,Red,25226,Fair,36998.05,36845.64,CUST0261,Michelle Thomas,"Holt, Douglas and Edwards Auto",New Sydney,IL,Financing,LightStream
262,2024-01-29,Nissan,Rogue,2022,SUV,Red,75106,Excellent,20169.57,20165.5,CUST0262,Antonio Davis,Wilkins-Miller Auto,Josephbury,OH,Cash,LightStream
263,2024-01-03,Chevrolet,Tahoe,2023,Truck,Silver,7777,Certified Pre-Owned,53967.87,53698.74,CUST0263,Tara Singleton,Rivera Group Auto,West Jennaside,IL,Lease,Bank of America
264,2025-06-16,Nissan,Rogue,2023,SUV,White,12972,Good,72304.25,69280.67,CUST0264,Lacey Mccullough,Pitts-Weaver Auto,Port Charles,GA,Financing,Citi
265,2024-09-11,Toyota,Camry,2021,Coupe,Blue,38654,Certified Pre-Owned,55766.59,55756.22,CUST0265,Christopher Rodriguez,Clark-Watkins Auto,Dianestad,IL,Cash,Citi
266,2024-11-16,Mazda,CX-5,2020,Convertible,Green,65390,Certified Pre-Owned,53554.31,51704.23,CUST0266,Kylie Stewart,Dominguez and Sons Auto,Lake Veronica,IL,Lease,Chase
267,2025-02-27,Chevrolet,Silverado,2025,Hatchback,Blue,63022,Certified Pre-Owned,76300.96,72979.88,CUST0267,Maxwell Noble,"Holt, Hernandez and Johnson Auto",Duncanborough,FL,Lease,Citi
268,2025-02-01,Nissan,Rogue,2022,Coupe,Black,2855,Certified Pre-Owned,21680.34,21458.21,CUST0268,Brandon Lewis,Bowen-Hutchinson Auto,Lake Victoriaberg,CA,Lease,LightStream
269,2024-04-21,Hyundai,Elantra,2022,Convertible,Gray,8654,Good,33951.87,32549.22,CUST0269,Cory Carlson,"Howard, Evans and Thompson Auto",South Williammouth,GA,Lease,US Bank
270,2025-02-11,Honda,Accord,2019,Convertible,Red,79225,Fair,23363.99,22343.74,CUST0270,Jennifer Watkins,"Levine, Brown and Cooper Auto",Portershire,PA,Cash,Wells Fargo
271,2024-05-28,Chevrolet,Silverado,2019,Convertible,Black,47403,Certified Pre-Owned,15114.72,14845.11,CUST0271,Tammie Morris,Mckee-Roth Auto,Priscillatown,MI,Lease,US Bank
272,2024-12-18,Ford,F-150,2022,Truck,Black,19318,Certified Pre-Owned,59105.54,57186.81,CUST0272,Anthony Alvarado,Calderon Inc Auto,North Matthewshire,NY,Financing,Citi
273,2025-04-05,Ford,Explorer,2022,Convertible,White,54316,Excellent,18631.8,18509.92,CUST0273,Katrina Walker,"Knight, Allen and Lee Auto",Marissaton,NY,Cash,Citi
274,2024-05-22,Hyundai,Tucson,2023,Coupe,Blue,42748,Fair,54672.83,52738.67,CUST0274,Terri Barnes,"Fox, Banks and Riley Auto",Port Adammouth,AZ,Cash,LightStream
275,2024-11-23,Ford,Mustang,2019,Sedan,Silver,51570,Excellent,25143.04,24091.48,CUST0275,Jennifer Farley,Lee-Shepard Auto,New Warrenshire,IL,Lease,Wells Fargo
276,2024-01-05,Honda,Civic,2019,Convertible,Gray,60869,Certified Pre-Owned,35756.84,34438.44,CUST0276,Matthew Parker,"Buckley, Austin and Rios Auto",North Katie,PA,Cash,LightStream
277,2025-01-05,Toyota,Corolla,2023,Hatchback,White,52714,Fair,70622.7,68659.21,CUST0277,Kyle Riley,"Jackson, Miles and Miller Auto",Harveyfort,FL,Financing,Citi
278,2025-01-22,Honda,CR-V,2025,SUV,Green,43871,Good,41303.17,41162.07,CUST0278,Kenneth Francis,"Smith, Ortiz and Perez Auto",Herreraborough,PA,Cash,Chase
279,2024-03-23,Mazda,CX-5,2025,Sedan,Beige,67295,Certified Pre-Owned,54413.94,51836.29,CUST0279,Andrew Miller,Hester Group Auto,Vincentmouth,AZ,Lease,Citi
280,2024-12-22,Mercedes,E-Class,2025,Convertible,Green,25580,Good,47151.08,45568.72,CUST0280,Aaron Reyes,Lawson-Smith Auto,Madelinemouth,GA,Lease,Bank of America
281,2025-05-29,Tesla,Model 3,2022,Convertible,Red,59293,Good,38526.66,37116.02,CUST0281,Julie Davis,Freeman-Chase Auto,Port Jeffreystad,AZ,Cash,Wells Fargo
282,2025-04-01,BMW,X5,2020,Truck,Black,41376,Certified Pre-Owned,63253.82,60147.6,CUST0282,Corey Powers,Chavez Inc Auto,South Andreatown,AZ,Lease,Ally Financial
283,2024-07-22,Honda,CR-V,2025,Sedan,Red,43449,Certified Pre-Owned,75353.7,73267.66,CUST0283,Sean Baker,Morris-Bender Auto,Lopezberg,NY,Cash,Citi
284,2024-07-24,Toyota,RAV4,2025,Hatchback,Gray,39158,Excellent,52318.58,51727.54,CUST0284,Scott Hansen,"Taylor, Lane and Williams Auto",Wilsonchester,PA,Financing,Capital One
285,2024-07-19,Toyota,RAV4,2024,Truck,White,18677,Certified Pre-Owned,63713.61,63265.61,CUST0285,Aaron Cooley,"Fowler, White and Williams Auto",Peterview,TX,Cash,Chase
286,2025-01-23,Tesla,Model 3,2018,Hatchback,Red,68393,Fair,26149.44,25532.76,CUST0286,Carla Smith DDS,Brown and Sons Auto,Claymouth,PA,Cash,Chase
287,2024-03-06,BMW,3 Series,2019,Convertible,White,55286,Good,56372.47,56209.83,CUST0287,Albert Carr,"Carrillo, Wagner and Smith Auto",Millerfurt,NY,Cash,Chase
288,2024-12-21,Chevrolet,Tahoe,2021,Convertible,Gray,22361,Certified Pre-Owned,72662.98,72062.37,CUST0288,Stephanie Noble,"Martinez, Lee and Wong Auto",North Jimport,MI,Financing,Wells Fargo
