order_id,date,customer_id,customer_name,product_id,product_name,category,sub_category,price,quantity,discount,shipping_cost,payment_method,region,city,state,order_status,fulfillment,sales_channel
144,2025-02-26,CUST0144,Ashley Jones,PROD0144,Effect 428,Sports,Outdoor,321.06,1,0.12,25.75,COD,East,Jenniferville,Mississippi,Returned,FBA,Amazon UK
145,2025-05-13,CUST0145,Walter James,PROD0145,Place 199,Electronics,Mobile Phones,1185.02,3,0.25,18.75,Credit Card,East,Baileystad,Massachusetts,Processing,FBM,Amazon DE
146,2024-05-30,CUST0146,Anthony Young,PROD0146,Successful 804,Clothing,Kids,1983.97,7,0.11,33.74,Amazon Pay,East,North Angelland,Missouri,Shipped,FBA,Amazon.in
147,2025-01-31,CUST0147,Andrea Rosario,PROD0147,Lead 373,Sports,Outdoor,616.78,6,0.05,27.84,Amazon Pay,West,Bowenburgh,Colorado,Shipped,FBA,Amazon DE
148,2024-08-04,CUST0148,Catherine Freeman,PROD0148,Might 202,Books,Educational,944.7,1,0.3,20.13,COD,North,Dawnview,Hawaii,Shipped,Easy Ship,Amazon DE
149,2024-01-24,CUST0149,Joseph Brown,PROD0149,Soon 546,Books,Non-Fiction,419.76,8,0.15,38.72,COD,East,North Elizabeth,Colorado,Shipped,FBA,Amazon UK
150,2024-05-10,CUST0150,Kerri Olson,PROD0150,Must 923,Home,Kitchen,1274.53,2,0.25,27.72,Credit Card,East,North Christinemouth,Maryland,Shipped,FBA,Amazon DE
151,2024-08-31,CUST0151,Elizabeth Prince,PROD0151,Material 537,Books,Fiction,1488.35,2,0.22,29.75,UPI,North,Ellisonmouth,Pennsylvania,Delivered,FBA,Amazon DE
152,2024-10-12,CUST0152,Erika Mejia,PROD0152,Side 511,Clothing,Kids,1593.35,5,0.15,16.4,UPI,South,Briggschester,Missouri,Delivered,FBM,Amazon DE
153,2024-06-11,CUST0153,Lynn Wilson,PROD0153,Many 318,Books,Fiction,1035.58,9,0.05,2.89,Debit Card,Central,North Marissa,Utah,Processing,Easy Ship,Amazon DE
154,2024-05-05,CUST0154,Miss Rita Kaiser,PROD0154,Nice 634,Sports,Outdoor,1486.99,8,0.08,32.62,Net Banking,Central,Port Teresaton,Iowa,Processing,FBA,Amazon.in
155,2024-06-06,CUST0155,Adam Johnson,PROD0155,Get 980,Clothing,Kids,930.35,4,0.05,34.89,Net Banking,West,Tuckerstad,Mississippi,Shipped,FBA,Amazon UK
156,2024-11-04,CUST0156,Chase Richardson,PROD0156,Beyond 515,Books,Non-Fiction,415.08,7,0.08,15.78,Amazon Pay,Central,Williamschester,Alaska,Shipped,FBA,Amazon.com
157,2025-02-09,CUST0157,Holly Castillo,PROD0157,Office 762,Electronics,Laptops,308.42,1,0.07,41.71,COD,West,Danielleburgh,Iowa,Delivered,FBA,Amazon DE
158,2024-09-28,CUST0158,Molly Sanchez,PROD0158,Final 839,Clothing,Mens Wear,327.12,3,0.01,39.9,COD,South,South Ginatown,Tennessee,Shipped,FBM,Amazon.in
159,2024-12-03,CUST0159,Paul James,PROD0159,Within 506,Sports,Fitness,49.62,2,0.09,16.3,Net Banking,East,New Kelseyhaven,Colorado,Shipped,Easy Ship,Amazon.in
160,2025-05-29,CUST0160,James Wright,PROD0160,Too 608,Sports,Outdoor,289.71,2,0.17,26.01,Amazon Pay,Central,Meyersberg,Montana,Shipped,FBA,Amazon UK
161,2024-05-28,CUST0161,Eugene Collins,PROD0161,Hot 323,Clothing,Mens Wear,1203.64,6,0.1,30.05,Amazon Pay,South,New Jasmineshire,New Jersey,Shipped,FBA,Amazon DE
162,2025-03-03,CUST0162,Justin Evans,PROD0162,Firm 816,Electronics,Laptops,358.56,5,0.13,14.21,Net Banking,Central,Marthastad,Michigan,Delivered,FBA,Amazon UK
163,2024-09-03,CUST0163,Brandon Bailey,PROD0163,Republican 832,Clothing,Kids,1096.03,8,0.2,48.24,Debit Card,East,Port Raymondview,Alabama,Cancelled,FBM,Amazon DE
164,2025-03-06,CUST0164,Samantha Schmidt,PROD0164,Reduce 665,Sports,Outdoor,623.26,10,0.01,37.49,Credit Card,South,Ericmouth,Maryland,Processing,FBM,Amazon UK
165,2024-10-15,CUST0165,David Smith,PROD0165,Sister 108,Clothing,Womens Wear,1281.51,6,0.27,34.89,Debit Card,West,New Coreyton,Wisconsin,Delivered,FBM,Amazon DE
166,2025-02-20,CUST0166,Richard Aguilar,PROD0166,Stock 549,Sports,Cycling,1956.21,5,0.09,46.94,UPI,South,Patelville,Minnesota,Processing,Easy Ship,Amazon.com
167,2024-09-28,CUST0167,Matthew Livingston,PROD0167,Season 961,Clothing,Kids,1760.14,7,0.24,15.15,Net Banking,West,Carloston,New York,Shipped,FBM,Amazon DE
168,2025-02-11,CUST0168,Rachel Freeman,PROD0168,Travel 564,Books,Educational,850.51,2,0.25,35.53,UPI,West,New Mary,Louisiana,Delivered,Easy Ship,Amazon UK
169,2024-08-09,CUST0169,Robert Smith,PROD0169,More 421,Electronics,Mobile Phones,1526.33,3,0.19,39.97,Net Banking,South,South Andrew,Michigan,Shipped,Easy Ship,Amazon UK
170,2024-07-10,CUST0170,Tommy Patterson,PROD0170,Term 911,Electronics,Laptops,230.55,4,0.15,48.54,Debit Card,Central,South Curtisville,South Dakota,Processing,FBM,Amazon DE
171,2024-08-07,CUST0171,Wendy Perkins,PROD0171,West 524,Home,Kitchen,961.95,3,0.08,35.0,UPI,South,New Fernandoborough,Connecticut,Processing,FBM,Amazon.in
172,2025-01-03,CUST0172,Darren Jackson,PROD0172,Treat 191,Electronics,Headphones,793.05,7,0.28,44.45,Credit Card,Central,North Thomas,Washington,Shipped,FBM,Amazon.com
173,2024-07-24,CUST0173,Michael Richardson,PROD0173,Reflect 274,Clothing,Mens Wear,530.95,3,0.01,31.66,Debit Card,North,Williamsmouth,Connecticut,Delivered,Easy Ship,Amazon UK
174,2024-02-02,CUST0174,Michael Barnes,PROD0174,Plant 329,Electronics,Laptops,38.09,9,0.13,46.16,Amazon Pay,West,Matthewland,Nebraska,Delivered,Easy Ship,Amazon.in
175,2025-06-18,CUST0175,Patrick Mcclure,PROD0175,Big 943,Clothing,Mens Wear,389.18,5,0.09,25.72,Debit Card,Central,West Traceyshire,North Dakota,Shipped,FBM,Amazon.com
176,2024-12-21,CUST0176,Alex Zamora,PROD0176,Oil 354,Books,Educational,1357.61,7,0.05,40.04,UPI,South,Victoriaview,Hawaii,Shipped,FBM,Amazon DE
177,2024-08-29,CUST0177,Debra Smith,PROD0177,General 830,Books,Fiction,1371.69,8,0.03,24.51,Amazon Pay,West,Hessfort,Wyoming,Cancelled,FBM,Amazon.com
178,2025-04-29,CUST0178,Jessica Baird,PROD0178,Where 462,Books,Educational,852.35,10,0.08,6.57,UPI,South,Keithberg,Indiana,Shipped,Easy Ship,Amazon DE
179,2024-10-14,CUST0179,Steven Robinson,PROD0179,Guess 409,Books,Non-Fiction,1934.75,10,0.21,40.87,COD,Central,Floydmouth,Delaware,Shipped,FBM,Amazon DE
180,2024-11-18,CUST0180,Mark Scott,PROD0180,From 235,Books,Non-Fiction,748.09,9,0.01,10.61,Net Banking,East,Emilyview,New Hampshire,Shipped,FBA,Amazon DE
181,2024-02-01,CUST0181,Dawn Lester,PROD0181,Process 865,Clothing,Kids,1423.41,7,0.04,7.61,Debit Card,West,South Kathleenburgh,North Dakota,Shipped,FBM,Amazon UK
182,2024-06-24,CUST0182,Donald Cummings,PROD0182,Page 423,Sports,Cycling,865.87,5,0.18,38.56,UPI,West,Dunnton,Indiana,Shipped,Easy Ship,Amazon.com
183,2024-12-05,CUST0183,Javier Schneider,PROD0183,Necessary 252,Home,Kitchen,1529.71,3,0.17,46.3,Net Banking,North,Rittershire,Kansas,Delivered,FBA,Amazon.com
184,2024-06-16,CUST0184,John Logan,PROD0184,When 465,Clothing,Mens Wear,374.45,8,0.08,35.89,Net Banking,North,Pattersonfort,Illinois,Delivered,Easy Ship,Amazon DE
185,2024-04-29,CUST0185,Amy Long,PROD0185,Church 989,Home,Decor,975.55,8,0.03,36.55,UPI,North,New Jennifer,Rhode Island,Shipped,FBM,Amazon.com
186,2025-03-16,CUST0186,Judith Cohen,PROD0186,Peace 638,Electronics,Headphones,1671.56,9,0.25,29.04,Debit Card,Central,Tiffanyland,Pennsylvania,Delivered,Easy Ship,Amazon.in
187,2025-01-23,CUST0187,Lisa Martinez,PROD0187,Research 797,Electronics,Headphones,838.67,2,0.07,25.91,UPI,North,Pinedashire,Vermont,Shipped,Easy Ship,Amazon UK
188,2024-02-03,CUST0188,Stephanie Richardson,PROD0188,Month 950,Electronics,Laptops,794.4,10,0.28,7.09,Credit Card,North,North Jessicafurt,Nebraska,Shipped,Easy Ship,Amazon DE
189,2024-08-14,CUST0189,Shannon Nguyen,PROD0189,Occur 432,Books,Non-Fiction,964.91,5,0.18,2.28,Amazon Pay,Central,Braunchester,South Dakota,Returned,Easy Ship,Amazon DE
190,2024-05-19,CUST0190,Deborah Norman,PROD0190,Say 861,Books,Educational,1814.69,10,0.04,43.44,UPI,East,Estradahaven,Maine,Processing,FBA,Amazon.in
191,2024-12-27,CUST0191,Garrett Hess,PROD0191,Oil 972,Home,Decor,1904.28,7,0.03,14.25,Net Banking,North,South Charlestown,Texas,Shipped,FBA,Amazon.in
192,2024-02-21,CUST0192,Kenneth Gonzalez,PROD0192,Return 920,Electronics,Headphones,783.12,7,0.09,38.12,Credit Card,East,Martinezton,Missouri,Delivered,FBM,Amazon DE
193,2025-02-23,CUST0193,Kathleen Martinez,PROD0193,Cold 601,Books,Educational,1614.64,5,0.27,30.97,Credit Card,East,Kristopherland,South Dakota,Shipped,FBM,Amazon.com
194,2024-04-08,CUST0194,James Smith,PROD0194,Become 544,Sports,Cycling,782.3,5,0.17,22.31,UPI,Central,Port Cynthiaton,Oklahoma,Processing,Easy Ship,Amazon.com
195,2024-09-25,CUST0195,Brian Mitchell,PROD0195,Either 639,Home,Furniture,194.97,9,0.1,24.25,Amazon Pay,South,New Saramouth,Montana,Shipped,Easy Ship,Amazon DE
196,2024-03-25,CUST0196,Zachary Rivera,PROD0196,Stock 800,Books,Non-Fiction,1054.11,5,0.14,5.8,UPI,South,South Sarahfort,South Dakota,Processing,FBM,Amazon.com
197,2024-07-13,CUST0197,Michelle Day,PROD0197,Set 622,Sports,Outdoor,504.82,7,0.09,4.29,Credit Card,Central,North Holly,Massachusetts,Shipped,FBM,Amazon.in
198,2025-04-25,CUST0198,David Williams,PROD0198,Stuff 858,Home,Furniture,198.02,10,0.24,19.06,COD,North,Brianton,Montana,Delivered,Easy Ship,Amazon.in
199,2024-05-09,CUST0199,Scott Alexander,PROD0199,Door 701,Home,Kitchen,367.31,3,0.25,4.17,Amazon Pay,East,Salazarport,Ohio,Delivered,Easy Ship,Amazon UK
200,2025-03-19,CUST0200,Christopher Gentry,PROD0200,Enjoy 180,Home,Kitchen,1517.13,8,0.19,14.72,Debit Card,South,East Amanda,Oklahoma,Returned,Easy Ship,Amazon.com
201,2025-05-03,CUST0201,James Rich,PROD0201,Boy 571,Books,Fiction,526.04,2,0.13,2.86,Credit Card,South,Alexanderland,Washington,Shipped,Easy Ship,Amazon DE
202,2024-08-24,CUST0202,Sheila Lopez,PROD0202,Treatment 923,Home,Furniture,1738.87,10,0.22,16.53,COD,East,New Lindsey,Maine,Processing,FBM,Amazon DE
203,2024-11-22,CUST0203,Matthew Cervantes,PROD0203,Culture 592,Electronics,Laptops,258.93,1,0.06,41.17,Debit Card,North,Elizabethborough,Ohio,Delivered,Easy Ship,Amazon.com
204,2024-06-17,CUST0204,Christopher Martin,PROD0204,End 251,Electronics,Headphones,1302.98,7,0.25,43.19,Credit Card,East,South Wendyberg,Oregon,Delivered,FBM,Amazon DE
205,2025-06-19,CUST0205,Donna Davis,PROD0205,Matter 980,Home,Furniture,53.42,3,0.27,37.46,Net Banking,West,Justintown,Louisiana,Delivered,FBM,Amazon.in
206,2024-05-19,CUST0206,Kimberly Pittman,PROD0206,Of 525,Books,Fiction,492.83,5,0.17,42.02,Credit Card,North,East Seth,New York,Shipped,FBM,Amazon DE
207,2024-07-26,CUST0207,Timothy Byrd,PROD0207,Movement 337,Books,Educational,1161.54,9,0.3,3.78,COD,Central,Jarvishaven,Idaho,Shipped,Easy Ship,Amazon DE
208,2024-02-24,CUST0208,Russell Roberts,PROD0208,Rate 219,Electronics,Mobile Phones,1061.33,7,0.17,28.56,Amazon Pay,West,East Barbara,Kansas,Shipped,FBM,Amazon DE
209,2024-09-18,CUST0209,James Campos MD,PROD0209,Model 452,Books,Fiction,1878.54,6,0.13,22.94,Amazon Pay,South,West Ashley,Louisiana,Shipped,FBM,Amazon DE
210,2024-04-22,CUST0210,Todd Larsen,PROD0210,Describe 400,Clothing,Mens Wear,1020.2,10,0.27,18.28,Amazon Pay,West,Port Sarah,Connecticut,Delivered,Easy Ship,Amazon.com
211,2024-08-27,CUST0211,Mark Lopez,PROD0211,Something 389,Books,Educational,786.84,7,0.25,34.31,Net Banking,South,Lake Evelyn,Montana,Processing,Easy Ship,Amazon.com
212,2025-03-23,CUST0212,Edward Nielsen,PROD0212,Process 410,Books,Educational,181.52,8,0.04,11.58,Credit Card,West,Hendricksburgh,Oklahoma,Delivered,FBA,Amazon DE
213,2024-11-10,CUST0213,Ricardo Palmer,PROD0213,Treatment 926,Clothing,Mens Wear,1118.09,1,0.11,14.52,Debit Card,Central,North Joshua,Nevada,Delivered,FBA,Amazon.in
214,2024-08-21,CUST0214,Tonya Sims,PROD0214,Bring 888,Clothing,Kids,866.93,10,0.07,28.98,UPI,East,Heatherport,Arizona,Delivered,Easy Ship,Amazon.in
215,2025-06-10,CUST0215,Melissa Daugherty,PROD0215,Support 208,Clothing,Womens Wear,1793.67,9,0.18,7.0,Net Banking,West,East Angelica,Minnesota,Shipped,Easy Ship,Amazon.in
216,2025-01-31,CUST0216,Mrs. Lisa Fields,PROD0216,Maybe 470,Books,Fiction,1566.49,2,0.25,4.01,Amazon Pay,North,Aaronbury,Kentucky,Shipped,FBA,Amazon.com
217,2025-04-06,CUST0217,Miranda Wheeler,PROD0217,Animal 938,Books,Educational,591.32,8,0.23,25.92,Debit Card,East,Lake Carrie,Pennsylvania,Cancelled,FBA,Amazon UK
218,2024-01-18,CUST0218,George Osborn,PROD0218,Question 617,Electronics,Laptops,1698.7,8,0.29,38.92,Net Banking,East,Kelseyshire,Maine,Shipped,FBA,Amazon UK
219,2024-12-05,CUST0219,Melissa Roberts,PROD0219,Old 241,Electronics,Laptops,539.37,7,0.11,33.92,COD,West,Port Brianshire,New York,Shipped,FBM,Amazon.com
220,2024-02-02,CUST0220,Jennifer Andrews,PROD0220,Off 888,Home,Furniture,1836.86,8,0.29,26.78,Credit Card,West,West Stephanieville,Maine,Delivered,FBA,Amazon.com
221,2024-12-07,CUST0221,Stephanie Richards,PROD0221,Give 502,Books,Educational,1614.43,2,0.03,17.11,Debit Card,West,South Steven,Maine,Returned,FBA,Amazon.in
222,2024-06-01,CUST0222,William Brown DDS,PROD0222,Authority 529,Books,Non-Fiction,1845.81,3,0.27,4.77,Amazon Pay,Central,South Susan,Tennessee,Delivered,FBM,Amazon UK
223,2025-03-03,CUST0223,Lauren Howell,PROD0223,Attention 640,Sports,Cycling,1364.93,9,0.26,36.63,UPI,North,Richardtown,New Hampshire,Shipped,Easy Ship,Amazon UK
224,2024-12-01,CUST0224,Marissa Palmer,PROD0224,Rise 931,Sports,Cycling,302.26,7,0.13,11.85,COD,West,Daniellemouth,North Dakota,Delivered,Easy Ship,Amazon UK
225,2024-07-02,CUST0225,Jonathan Gonzalez,PROD0225,Scene 318,Home,Furniture,1553.05,5,0.03,27.8,Amazon Pay,South,North Matthewtown,Wisconsin,Shipped,FBA,Amazon UK
226,2025-03-15,CUST0226,Brandi Yu,PROD0226,Loss 347,Home,Decor,1108.05,9,0.1,32.51,COD,Central,Lake Nicole,Wyoming,Shipped,FBM,Amazon UK
227,2024-06-03,CUST0227,Miss Kathleen Hoffman MD,PROD0227,Issue 226,Books,Educational,851.26,9,0.03,4.88,Amazon Pay,Central,West Jessicaland,Arkansas,Shipped,FBA,Amazon UK
228,2024-02-08,CUST0228,Jacqueline Choi,PROD0228,Food 458,Sports,Fitness,1305.42,2,0.13,29.48,UPI,South,Chloeberg,North Carolina,Shipped,FBM,Amazon.com
229,2024-10-11,CUST0229,David Barnes,PROD0229,Seem 628,Clothing,Womens Wear,1337.18,10,0.2,36.29,Debit Card,North,Justintown,Delaware,Delivered,Easy Ship,Amazon UK
230,2025-03-04,CUST0230,Michael Gonzalez,PROD0230,Break 163,Clothing,Mens Wear,1647.46,6,0.14,9.03,Net Banking,North,Andreabury,Utah,Delivered,FBM,Amazon.in
231,2025-06-07,CUST0231,Patrick Ellis,PROD0231,Organization 992,Sports,Cycling,268.83,4,0.13,19.73,COD,Central,East Karen,Minnesota,Delivered,FBM,Amazon DE
232,2024-05-27,CUST0232,Tyler Guzman,PROD0232,Full 247,Books,Fiction,1002.67,7,0.3,35.07,Amazon Pay,West,Darrylside,Minnesota,Cancelled,Easy Ship,Amazon.com
233,2024-09-09,CUST0233,Nicholas Matthews,PROD0233,Into 584,Electronics,Headphones,974.68,8,0.04,35.82,Credit Card,South,Lake Marthaberg,West Virginia,Cancelled,FBA,Amazon DE
234,2024-02-22,CUST0234,Laura Sanchez,PROD0234,Later 478,Books,Educational,322.11,9,0.11,47.69,Net Banking,North,Elizabethchester,Vermont,Delivered,Easy Ship,Amazon.in
235,2024-02-28,CUST0235,Cynthia Gomez,PROD0235,Want 910,Clothing,Womens Wear,90.16,3,0.04,16.64,UPI,West,Port Karen,New Jersey,Shipped,FBA,Amazon.in
236,2025-02-27,CUST0236,Joshua Ruiz,PROD0236,All 102,Electronics,Headphones,1569.75,7,0.01,44.92,Debit Card,South,Lake Garyborough,Missouri,Cancelled,FBA,Amazon DE
237,2024-06-24,CUST0237,Joe Gibson,PROD0237,Despite 954,Home,Decor,703.81,1,0.13,29.51,UPI,West,Lake Samantha,Ohio,Delivered,Easy Ship,Amazon DE
238,2024-06-08,CUST0238,Jessica Martinez,PROD0238,West 191,Sports,Outdoor,1215.36,3,0.15,24.12,Net Banking,South,Lake Stephaniemouth,Ohio,Delivered,Easy Ship,Amazon UK
239,2025-05-20,CUST0239,Steven Davis,PROD0239,Question 761,Books,Non-Fiction,1250.94,7,0.07,20.98,Amazon Pay,West,West Michael,North Dakota,Delivered,FBA,Amazon UK
240,2024-11-21,CUST0240,Michelle Hardin,PROD0240,Perform 297,Sports,Outdoor,339.57,1,0.17,40.22,COD,North,Coxfurt,Pennsylvania,Processing,Easy Ship,Amazon.in
241,2025-04-20,CUST0241,Stephanie Gordon,PROD0241,Necessary 774,Home,Decor,1157.94,1,0.29,27.04,COD,North,Luisview,Arizona,Processing,Easy Ship,Amazon.in
242,2024-07-30,CUST0242,Mark Morgan,PROD0242,Blue 926,Electronics,Headphones,1925.13,5,0.24,13.77,COD,West,West Jacobborough,New Mexico,Processing,Easy Ship,Amazon.in
243,2024-01-17,CUST0243,Alyssa Vega,PROD0243,Force 124,Books,Fiction,647.66,10,0.01,43.37,Net Banking,South,New Joann,Missouri,Shipped,Easy Ship,Amazon DE
244,2024-10-10,CUST0244,Erik Sanchez,PROD0244,Kid 886,Clothing,Kids,770.2,2,0.03,6.77,Debit Card,South,Lake Mary,Georgia,Shipped,FBA,Amazon UK
245,2024-05-09,CUST0245,Melanie Gordon,PROD0245,Majority 405,Electronics,Headphones,620.52,7,0.2,4.83,Debit Card,North,Port Stacy,Minnesota,Returned,FBM,Amazon.in
246,2025-02-05,CUST0246,Darren Rios,PROD0246,Think 345,Electronics,Laptops,646.88,7,0.27,14.38,Credit Card,North,Serranoland,New York,Cancelled,Easy Ship,Amazon.com
247,2024-06-26,CUST0247,Jacob Caldwell,PROD0247,Effect 666,Books,Fiction,480.62,9,0.23,20.48,Credit Card,East,Stevenside,Kansas,Shipped,FBM,Amazon DE
248,2025-06-15,CUST0248,Melissa Riley,PROD0248,Sister 352,Electronics,Laptops,973.5,7,0.19,45.86,COD,Central,Gillespieville,Utah,Shipped,Easy Ship,Amazon.in
249,2024-08-31,CUST0249,Jonathan May,PROD0249,Understand 482,Books,Non-Fiction,1572.58,5,0.17,23.41,COD,South,Port Sheila,Connecticut,Processing,Easy Ship,Amazon.com
250,2024-10-09,CUST0250,Christopher Moses,PROD0250,City 949,Electronics,Headphones,1566.23,9,0.29,48.14,Credit Card,North,Cruzshire,New Hampshire,Delivered,Easy Ship,Amazon DE
251,2024-02-26,CUST0251,Beth Anderson,PROD0251,Top 459,Clothing,Womens Wear,1309.59,3,0.0,46.81,COD,East,Jacksonberg,Illinois,Delivered,Easy Ship,Amazon DE
252,2024-04-09,CUST0252,Cynthia Holloway,PROD0252,Break 504,Clothing,Mens Wear,1174.47,9,0.08,9.75,Credit Card,East,East Jaredtown,Montana,Delivered,Easy Ship,Amazon.in
253,2025-05-28,CUST0253,Joyce Flores,PROD0253,Certain 750,Electronics,Laptops,1662.69,9,0.3,44.16,COD,East,West Stephanie,Georgia,Shipped,FBM,Amazon UK
254,2024-10-02,CUST0254,Megan Wood,PROD0254,Form 116,Sports,Fitness,1418.43,5,0.07,49.19,Net Banking,Central,Liborough,Texas,Shipped,Easy Ship,Amazon UK
255,2025-01-17,CUST0255,Barry Smith,PROD0255,Street 880,Electronics,Headphones,1296.42,1,0.18,2.21,Debit Card,West,Carlamouth,Kentucky,Shipped,FBM,Amazon DE
256,2024-10-06,CUST0256,Jody Williams,PROD0256,Exactly 932,Home,Decor,171.49,2,0.16,44.84,Net Banking,North,Adamberg,Missouri,Processing,FBM,Amazon UK
257,2024-03-17,CUST0257,Christopher Chan,PROD0257,You 479,Sports,Outdoor,1206.61,7,0.05,38.86,Credit Card,North,Mackburgh,Arizona,Delivered,FBA,Amazon DE
258,2025-06-19,CUST0258,Andrew Duran,PROD0258,Mrs 927,Home,Kitchen,28.63,1,0.23,34.67,Debit Card,North,East David,New York,Processing,Easy Ship,Amazon UK
259,2025-01-17,CUST0259,Sarah Perkins,PROD0259,Bed 107,Clothing,Mens Wear,476.17,8,0.29,3.77,Amazon Pay,Central,Terriville,Minnesota,Delivered,FBA,Amazon.com
260,2024-05-22,CUST0260,Derek Hall,PROD0260,Other 166,Sports,Outdoor,1280.49,2,0.26,29.32,COD,South,Port Jenniferchester,Missouri,Delivered,Easy Ship,Amazon.com
261,2024-05-12,CUST0261,Christopher Herrera,PROD0261,Use 968,Electronics,Headphones,1494.49,3,0.08,29.36,COD,East,Lake Elizabethfort,Alabama,Shipped,Easy Ship,Amazon.com
262,2025-05-29,CUST0262,Allen Barker,PROD0262,Building 974,Electronics,Mobile Phones,1983.98,9,0.18,34.67,Credit Card,West,Mossview,Oregon,Cancelled,FBM,Amazon.in
263,2025-01-02,CUST0263,Leah Oconnell,PROD0263,Baby 838,Home,Furniture,1690.24,7,0.08,34.65,UPI,Central,North Kelseymouth,Wisconsin,Delivered,FBA,Amazon.in
264,2024-04-11,CUST0264,Kevin Leonard,PROD0264,Republican 855,Electronics,Mobile Phones,563.09,7,0.16,17.18,UPI,North,Calhounburgh,Texas,Shipped,FBA,Amazon.in
265,2024-02-03,CUST0265,Alison Harris,PROD0265,Herself 591,Books,Educational,853.4,2,0.28,11.45,Credit Card,North,North Patrickland,New Hampshire,Shipped,FBM,Amazon.in
266,2024-02-14,CUST0266,Brandy Chavez,PROD0266,Wind 632,Sports,Fitness,57.81,6,0.25,13.86,UPI,North,Trevinoland,Indiana,Delivered,FBA,Amazon UK
267,2025-05-08,CUST0267,Michelle Walker,PROD0267,Almost 134,Electronics,Laptops,1553.74,10,0.13,6.59,Credit Card,North,Bowenview,Wyoming,Delivered,FBM,Amazon.in
268,2024-03-06,CUST0268,Jessica Rodriguez,PROD0268,Expect 167,Clothing,Kids,1781.27,2,0.23,4.98,Credit Card,East,Port Whitneyton,Montana,Processing,FBA,Amazon DE
269,2024-10-19,CUST0269,John Shelton,PROD0269,Whether 564,Books,Non-Fiction,121.02,1,0.09,20.31,Net Banking,South,Meganhaven,Illinois,Shipped,FBM,Amazon.in
270,2024-03-06,CUST0270,Mary Chen,PROD0270,Quite 701,Home,Kitchen,1592.38,10,0.19,18.3,Credit Card,West,East Randall,Oregon,Cancelled,FBA,Amazon UK
271,2024-11-03,CUST0271,Denise Green,PROD0271,Together 463,Electronics,Laptops,214.35,10,0.21,30.46,COD,South,West Christopherchester,Delaware,Processing,FBM,Amazon UK
272,2025-05-09,CUST0272,William Smith,PROD0272,Discuss 625,Home,Kitchen,1452.0,8,0.06,8.61,Debit Card,East,North Christopher,Nebraska,Shipped,Easy Ship,Amazon DE
273,2024-01-07,CUST0273,Monique Fleming,PROD0273,Development 398,Sports,Fitness,721.91,10,0.27,39.22,UPI,Central,Lake Denise,Washington,Shipped,FBM,Amazon UK
274,2024-04-06,CUST0274,Andrea Harris,PROD0274,Whose 300,Electronics,Mobile Phones,1040.18,3,0.02,26.34,Credit Card,West,Jamesfurt,Utah,Processing,FBA,Amazon UK
275,2024-12-24,CUST0275,Jacqueline Anderson,PROD0275,Leg 972,Books,Non-Fiction,1817.92,2,0.1,34.06,Net Banking,Central,South Deborah,Pennsylvania,Delivered,Easy Ship,Amazon UK
276,2024-01-02,CUST0276,Abigail Williams,PROD0276,Seek 103,Books,Fiction,1926.5,10,0.09,17.77,Credit Card,West,Mullinsland,Idaho,Shipped,Easy Ship,Amazon.com
277,2024-10-08,CUST0277,Roy Gardner,PROD0277,Per 509,Clothing,Mens Wear,1389.51,8,0.19,13.47,UPI,West,Pachecoland,Maine,Processing,FBA,Amazon.com
278,2024-03-27,CUST0278,Martin Morgan,PROD0278,Stay 299,Sports,Outdoor,1979.86,6,0.0,19.18,Debit Card,East,Christinestad,Idaho,Delivered,Easy Ship,Amazon DE
279,2025-05-23,CUST0279,Jonathan Brennan,PROD0279,Else 836,Books,Fiction,1826.29,6,0.01,3.42,Debit Card,South,Christineville,Alabama,Shipped,FBA,Amazon UK
280,2024-01-07,CUST0280,Andrew Carpenter,PROD0280,Successful 488,Clothing,Kids,1696.59,4,0.05,3.03,Credit Card,North,Rubenhaven,California,Processing,Easy Ship,Amazon.com
281,2024-06-10,CUST0281,Jonathan Fernandez,PROD0281,Politics 999,Sports,Fitness,1771.17,6,0.28,16.64,UPI,South,Jakeport,Mississippi,Shipped,Easy Ship,Amazon DE
282,2025-01-21,CUST0282,Tara Hicks,PROD0282,Ready 751,Electronics,Laptops,245.8,3,0.24,11.2,UPI,East,Allenstad,New York,Shipped,FBA,Amazon DE
283,2024-09-27,CUST0283,Anthony Leonard Jr.,PROD0283,Between 154,Sports,Cycling,101.93,10,0.18,43.01,Debit Card,East,West Jefferyville,Missouri,Shipped,Easy Ship,Amazon.com
284,2024-04-23,CUST0284,David Tucker,PROD0284,Too 909,Sports,Fitness,567.35,3,0.26,48.48,Debit Card,North,Randallmouth,Florida,Cancelled,Easy Ship,Amazon DE
285,2024-08-16,CUST0285,Cory Brown,PROD0285,Bag 283,Books,Fiction,139.1,9,0.12,44.36,UPI,West,South Tanya,Rhode Island,Processing,FBM,Amazon DE
286,2024-08-15,CUST0286,Brian Jackson,PROD0286,Carry 312,Books,Educational,754.02,8,0.21,25.75,Net Banking,Central,Markshire,New Hampshire,Shipped,FBA,Amazon.in
287,2024-09-09,CUST0287,Laura Parker,PROD0287,Very 360,Sports,Cycling,413.97,4,0.12,16.69,COD,South,Lawsonmouth,Illinois,Cancelled,Easy Ship,Amazon UK
288,2024-04-20,CUST0288,Julie Foster,PROD0288,Hit 536,Electronics,Laptops,277.32,2,0.09,26.9,Credit Card,West,North Ann,Wisconsin,Shipped,FBM,Amazon UK
