call_id,agent_id,agent_name,department,call_datetime,duration_sec,call_type,customer_rating,issue_category,resolution_status,hold_time_sec,caller_phone,caller_city
531,AGT032,Adam Long,Technical Support,2025-04-23 19:53:00,1011,Inbound,2.5,Order Status,Resolved,272,454-689-6087,Lake Lukemouth
532,AGT033,Alexander Dyer,Account Management,2025-05-29 06:58:11,531,Outbound,4.7,Product Info,Resolved,683,001-394-573-8848x2317,Leefort
533,AGT034,Leslie Lopez,General Inquiry,2025-06-25 05:44:44,2420,Inbound,1.8,Technical Fault,Escalated,425,544.657.1582,Ashleyfort
534,AGT035,Lisa Harris,Sales,2025-06-22 23:53:26,3211,Inbound,2.3,Product Info,Escalated,735,(527)744-0254,Lake Erikland
535,AGT036,Roberta Carpenter,Account Management,2025-04-08 18:49:14,2350,Inbound,2.7,Order Status,Dropped,231,001-451-344-1927x6520,North Maureen
536,AGT037,Theresa Young,Billing,2025-05-20 22:45:20,152,Outbound,3.1,Order Status,Resolved,507,411.524.2001,North Evelyn
537,AGT038,Maria Zimmerman,Technical Support,2025-05-01 12:26:10,611,Outbound,4.7,Payment Issue,Follow-up Required,747,+1-212-439-6315x24726,East Dawnchester
538,AGT039,Brianna Miller,Billing,2025-06-21 22:16:36,2311,Outbound,2.1,Network Problem,Escalated,371,539.968.9565x7728,Johnfort
539,AGT040,Phillip Miller,Technical Support,2025-01-24 08:24:51,1803,Outbound,4.6,Account Access,Dropped,265,+1-678-804-7016x7228,West Jeffreyburgh
540,AGT041,Lee Monroe,Account Management,2025-03-07 09:47:48,229,Inbound,1.4,Network Problem,Escalated,890,264-783-0823x02516,Deleonstad
541,AGT042,Patricia Peterson,General Inquiry,2025-01-05 17:40:06,1713,Outbound,4.2,Order Status,Escalated,227,(977)407-4739x76718,North Courtneyshire
542,AGT043,Samantha Adkins,Account Management,2025-05-03 11:07:06,1885,Outbound,1.5,Complaint,Dropped,698,001-242-802-2675,Robertside
543,AGT044,Andrew George,Account Management,2025-02-23 16:10:02,801,Inbound,1.8,Payment Issue,Resolved,285,001-256-528-9771,Ashleystad
544,AGT045,Preston Mcgee,Billing,2025-01-08 03:26:56,3156,Outbound,3.5,Product Info,Escalated,833,+1-473-728-5290,Parksbury
545,AGT046,Larry Bartlett,General Inquiry,2025-03-08 03:57:10,287,Inbound,1.1,Product Info,Follow-up Required,664,299-921-2573x0798,West Daniel
546,AGT047,Lisa Burch,Billing,2025-01-13 04:51:39,133,Inbound,4.7,Complaint,Escalated,746,(654)215-4312x114,Jenniferview
547,AGT048,Justin Hamilton,Billing,2025-05-30 20:55:02,1296,Outbound,1.7,Complaint,Escalated,122,(721)745-3188,Franciscoside
548,AGT049,Carol Cole,Billing,2025-05-30 21:31:21,2504,Inbound,2.2,Account Access,Resolved,787,(903)675-9585,Kleinfort
549,AGT050,Russell Reese,Account Management,2025-05-27 08:45:15,2197,Inbound,4.2,Order Status,Resolved,506,(889)813-3858x387,Port Joseph
550,AGT001,Bethany Mccarthy,Billing,2025-04-24 13:16:43,842,Inbound,1.5,Complaint,Follow-up Required,359,001-413-554-9279x9431,Peterville
551,AGT002,Kevin Osborn,General Inquiry,2025-01-13 16:11:38,3206,Inbound,2.6,Order Status,Resolved,615,215.220.8003,Collinshaven
552,AGT003,Dorothy Andersen,General Inquiry,2025-02-27 16:51:30,3004,Inbound,3.5,Complaint,Escalated,352,558-292-8010,New Kellytown
553,AGT004,Stacey George,Sales,2025-06-21 22:39:20,2550,Inbound,2.4,Technical Fault,Escalated,240,(534)477-8308,Larsenbury
554,AGT005,Tara Neal,Technical Support,2025-01-18 00:51:34,647,Inbound,3.6,Technical Fault,Dropped,232,(745)756-4676x649,Rileyland
555,AGT006,Terry York,General Inquiry,2025-01-15 09:02:41,2501,Outbound,3.4,Payment Issue,Follow-up Required,372,(237)464-1969,Sarachester
556,AGT007,Riley Richardson,Technical Support,2025-01-09 03:55:16,3232,Outbound,2.4,Network Problem,Escalated,433,620.418.0423,North Tammyfort
557,AGT008,Lisa Harris,Billing,2025-01-18 09:08:45,2107,Inbound,2.4,Payment Issue,Dropped,406,505-477-9736,Juarezhaven
558,AGT009,Mr. James Ray,Billing,2025-01-28 06:04:01,2287,Outbound,4.9,Payment Issue,Escalated,398,001-751-917-8805x57661,Lake Trevorborough
559,AGT010,Daniel Watson,Billing,2025-01-14 16:27:57,3161,Inbound,3.0,Network Problem,Escalated,390,512.886.2782x49511,Baileyville
560,AGT011,Matthew Ortiz,Billing,2025-03-07 03:37:25,87,Outbound,3.0,Network Problem,Dropped,102,384-620-9101x280,Lake Kim
561,AGT012,Zachary Vargas,General Inquiry,2025-04-12 10:17:25,940,Inbound,4.6,Account Access,Escalated,723,(969)669-5375x6077,Brownborough
562,AGT013,Julia Smith,Account Management,2025-02-18 05:17:46,2758,Outbound,4.2,Order Status,Dropped,724,816-731-9814x213,West John
563,AGT014,Allen Price,General Inquiry,2025-04-09 09:08:51,3550,Outbound,2.0,Complaint,Dropped,205,493.250.2474x30017,West Patrickmouth
564,AGT015,Robert Sullivan,Account Management,2025-02-14 23:22:54,3117,Inbound,2.1,Network Problem,Escalated,221,001-265-980-5589x79088,Edwinshire
565,AGT016,Johnny Davis,Technical Support,2025-01-18 20:16:58,691,Inbound,4.7,Account Access,Resolved,649,416.293.2858x704,Port Jeffrey
566,AGT017,Donald Golden,General Inquiry,2025-02-15 13:27:51,1226,Inbound,2.0,Network Problem,Follow-up Required,573,902.691.2658,Bradleyberg
567,AGT018,Amy Wolfe,Technical Support,2025-04-05 11:31:35,761,Outbound,3.9,Product Info,Dropped,58,+1-463-713-8674x365,East Julie
568,AGT019,John Farley,Technical Support,2025-01-12 23:34:48,3393,Inbound,4.6,Product Info,Escalated,380,449.500.4119,Toddmouth
569,AGT020,Billy Bennett,Account Management,2025-05-21 22:25:52,1022,Inbound,4.3,Order Status,Dropped,885,766-297-2116x40781,Griffinburgh
570,AGT021,Kayla West,Billing,2025-03-29 15:24:36,3532,Outbound,3.6,Account Access,Resolved,278,(585)637-7655,Jamiemouth
571,AGT022,Scott Phillips,Account Management,2025-02-26 08:44:24,1159,Outbound,1.4,Network Problem,Resolved,497,+1-760-358-1279x5670,Christopherfurt
572,AGT023,Isaac Mullen,Technical Support,2025-04-24 18:28:31,3539,Outbound,3.2,Product Info,Resolved,668,669.387.5319,South Janet
573,AGT024,Nicholas Mclean,Technical Support,2025-01-31 02:31:26,85,Outbound,4.6,Payment Issue,Escalated,793,257-438-9933x38613,Port Tinamouth
574,AGT025,Jacqueline Schultz MD,Technical Support,2025-05-03 04:39:19,1673,Outbound,3.6,Account Access,Follow-up Required,679,001-773-223-5976,Toddside
575,AGT026,Samuel Snyder,Technical Support,2025-04-26 01:16:54,2368,Inbound,4.3,Complaint,Follow-up Required,395,(537)413-3428,Hunterbury
576,AGT027,Cheryl Weiss,Sales,2025-06-27 10:35:33,3022,Outbound,2.1,Complaint,Resolved,370,622.468.3444x2848,Jessicamouth
577,AGT028,James Smith,Sales,2025-02-06 07:51:21,2359,Inbound,1.3,Network Problem,Resolved,377,626.417.1414,New Dakotaview
578,AGT029,Pamela Mooney,Account Management,2025-03-29 10:37:59,2980,Outbound,2.1,Payment Issue,Follow-up Required,337,2459312001,Jensenberg
579,AGT030,Courtney Johnson,Sales,2025-01-15 11:32:07,99,Outbound,3.3,Order Status,Resolved,590,747-670-7943x116,New James
580,AGT031,Hannah Aguirre,General Inquiry,2025-02-13 18:35:37,896,Inbound,3.4,Complaint,Dropped,366,001-764-656-9451x932,Taylorborough
581,AGT032,Gabriel Mcmahon,Billing,2025-06-09 11:05:07,1984,Outbound,4.2,Technical Fault,Escalated,18,691.845.2490,Andersonfort
582,AGT033,Rhonda Brooks,Technical Support,2025-05-22 16:04:43,1810,Outbound,4.9,Order Status,Resolved,72,681.582.0144,Fostershire
583,AGT034,Linda Castaneda DDS,Billing,2025-03-31 18:34:29,586,Inbound,3.9,Payment Issue,Escalated,314,238.261.7360,Smithfort
584,AGT035,Jamie Tate,Technical Support,2025-04-13 20:28:47,2371,Outbound,2.0,Order Status,Dropped,635,(952)869-2976x89135,Bennettshire
585,AGT036,Dawn Smith,Account Management,2025-01-18 12:31:35,2208,Outbound,3.3,Complaint,Dropped,37,522-479-4262x0638,Sharonberg
586,AGT037,Susan Harrell,Technical Support,2025-04-17 23:07:32,333,Inbound,1.7,Complaint,Dropped,236,305-932-1794,South Jessicabury
587,AGT038,Nicholas Owens,General Inquiry,2025-01-09 21:21:42,3185,Inbound,1.7,Complaint,Dropped,691,346-730-8597x70954,Martineztown
588,AGT039,Natasha Sherman,Account Management,2025-05-31 10:44:25,1419,Outbound,3.8,Account Access,Dropped,664,5212619430,East Adam
589,AGT040,Dennis Suarez,Sales,2025-06-09 05:37:01,1001,Inbound,4.4,Network Problem,Follow-up Required,207,8155176663,Lake Amy
590,AGT041,Steven Hopkins,General Inquiry,2025-03-15 18:18:14,405,Inbound,3.5,Complaint,Follow-up Required,316,817.451.6774x557,Robertchester
591,AGT042,Jennifer Myers,Billing,2025-02-23 22:48:24,2129,Inbound,3.7,Technical Fault,Follow-up Required,186,909.294.6865x2559,Ericport
592,AGT043,Andrew Garcia,Billing,2025-01-14 05:00:10,622,Inbound,1.2,Payment Issue,Resolved,360,854-648-8046,Matthewhaven
593,AGT044,George Hill,Sales,2025-04-29 21:27:10,2021,Outbound,4.2,Product Info,Follow-up Required,576,(406)301-8384x65488,Lake Williamstad
594,AGT045,Bianca Thomas,Sales,2025-05-08 04:40:35,1995,Outbound,1.0,Payment Issue,Resolved,143,001-350-867-7104x72717,Lake John
595,AGT046,Anna Shaw,General Inquiry,2025-03-29 10:43:22,1931,Outbound,2.6,Product Info,Dropped,508,670-655-0970,Port Monica
596,AGT047,Tiffany Pham,Sales,2025-02-18 18:33:10,2374,Outbound,2.8,Complaint,Follow-up Required,91,001-841-338-6638x13314,Port Mary
597,AGT048,Samuel Mills,Technical Support,2025-01-11 15:32:07,1609,Outbound,4.6,Complaint,Resolved,263,+1-555-773-2930x9608,Harrisport
598,AGT049,Carrie Williams,Billing,2025-02-18 14:09:46,124,Inbound,2.6,Product Info,Follow-up Required,715,574-368-4367x88615,Port Daniel
599,AGT050,Aimee Adams,Account Management,2025-05-28 21:19:00,845,Outbound,1.2,Order Status,Dropped,278,+1-972-221-3036,Port Sierra
600,AGT001,Jimmy Mckenzie,General Inquiry,2025-06-24 12:44:35,793,Outbound,4.9,Complaint,Resolved,112,820.381.3856,Jimenezbury
601,AGT002,Robin Oneal,Technical Support,2025-01-28 13:48:42,2361,Inbound,3.8,Network Problem,Follow-up Required,210,425-740-3866x5287,Rodgershaven
602,AGT003,Daniel Miller,Sales,2025-05-20 11:04:45,2461,Outbound,2.9,Payment Issue,Escalated,376,530.394.3130x0629,Millerport
603,AGT004,Christine French,Billing,2025-03-14 12:16:56,691,Inbound,3.1,Complaint,Dropped,690,630-970-1662x81227,Lake Louis
604,AGT005,Benjamin James,Account Management,2025-03-26 16:37:33,1257,Outbound,1.9,Payment Issue,Follow-up Required,628,938-312-7861x20731,New Robertville
605,AGT006,Timothy Lee,General Inquiry,2025-06-23 16:50:57,2572,Outbound,4.4,Technical Fault,Follow-up Required,626,343.936.8054x79464,Alisonton
606,AGT007,Shane Brooks,Sales,2025-02-09 20:47:55,1183,Outbound,2.7,Complaint,Escalated,305,001-547-785-7229,South Joseph
607,AGT008,Meagan Pollard,Sales,2025-01-13 13:58:52,1226,Inbound,4.0,Product Info,Follow-up Required,804,435-312-7543,Clarkburgh
608,AGT009,Erin Villarreal DDS,Sales,2025-03-24 02:36:56,2536,Inbound,1.5,Account Access,Escalated,771,242-661-8495,Jenniferburgh
609,AGT010,Chelsea Michael,Sales,2025-04-26 20:32:30,1159,Outbound,3.3,Product Info,Escalated,588,5734904759,Lake Sara
610,AGT011,Kelly Olson,Account Management,2025-05-21 05:04:19,1110,Inbound,1.1,Technical Fault,Escalated,149,001-804-703-6039x32406,West Dalemouth
611,AGT012,Cindy Keller,Billing,2025-06-24 18:38:24,2460,Outbound,2.3,Complaint,Escalated,619,2737246265,Duranbury
612,AGT013,Alice Guerrero,Technical Support,2025-03-23 10:38:05,2387,Inbound,3.7,Account Access,Follow-up Required,102,001-404-691-3466x88001,Riveraborough
613,AGT014,Marcus Fisher,Technical Support,2025-06-09 08:40:50,454,Inbound,4.9,Technical Fault,Dropped,132,001-700-644-0278x649,Santosport
614,AGT015,David Gonzalez,Technical Support,2025-01-22 09:16:04,501,Outbound,4.4,Technical Fault,Resolved,490,4683854902,Wallacefurt
615,AGT016,Monica Butler,Sales,2025-03-07 03:53:50,3518,Outbound,3.1,Network Problem,Follow-up Required,645,(996)369-1907,Jennifermouth
616,AGT017,Evan Chapman,Sales,2025-01-08 22:13:25,1409,Inbound,2.9,Account Access,Escalated,879,001-424-952-5524x451,Jonesfurt
617,AGT018,Kenneth Lynn,Billing,2025-03-29 21:51:49,1031,Outbound,1.0,Product Info,Follow-up Required,580,+1-896-788-2821,East Andrea
618,AGT019,Laura Young,Sales,2025-01-14 17:23:09,1592,Inbound,4.7,Network Problem,Escalated,580,512.928.1585x554,Jenniferstad
619,AGT020,Victoria Hoffman,Billing,2025-03-18 22:04:08,609,Inbound,4.6,Technical Fault,Follow-up Required,109,+1-378-925-7742x987,Rebeccafort
620,AGT021,Albert Lane,Billing,2025-06-03 19:03:32,865,Outbound,3.9,Complaint,Follow-up Required,879,(676)475-2598,Beardfort
621,AGT022,Teresa Shaw,Sales,2025-03-02 17:32:41,2195,Outbound,3.8,Complaint,Escalated,338,592.806.6528,North Michaelborough
622,AGT023,Brittany Sharp,Account Management,2025-01-23 10:32:01,39,Inbound,3.2,Complaint,Resolved,587,(411)756-6727,Mackenzieberg
623,AGT024,Jeffrey Mercer,Billing,2025-03-14 23:19:25,1099,Outbound,3.8,Account Access,Follow-up Required,193,981-491-3122x71675,Chavezfurt
624,AGT025,Rachel Marshall,Sales,2025-01-10 01:27:42,1654,Outbound,2.6,Payment Issue,Resolved,228,612.767.5162x74257,East Jasmine
625,AGT026,Scott Brown,Billing,2025-03-03 17:21:38,868,Outbound,2.2,Network Problem,Escalated,848,431.954.5356x741,Rodneyburgh
626,AGT027,Dustin Ward,Technical Support,2025-02-26 06:38:35,2777,Outbound,4.0,Payment Issue,Escalated,199,259.574.7609,Jonesbury
627,AGT028,Nicholas Decker,Account Management,2025-06-13 08:15:18,1229,Inbound,1.7,Complaint,Escalated,671,(245)649-6478,New Evanton
628,AGT029,Cassandra Flores,Billing,2025-04-02 02:25:46,1263,Outbound,1.9,Complaint,Dropped,516,590-312-2242,East Johnstad
629,AGT030,Sandra Sherman,General Inquiry,2025-01-07 16:31:03,3434,Inbound,1.1,Account Access,Follow-up Required,727,345.691.3955,Sabrinaberg
630,AGT031,Michael Odonnell,General Inquiry,2025-03-30 01:25:26,3554,Inbound,2.1,Technical Fault,Resolved,156,(546)326-5255,South James
631,AGT032,Anthony Blackwell,Account Management,2025-03-16 19:43:00,1824,Inbound,4.6,Payment Issue,Dropped,269,822.850.6425,Melissaport
632,AGT033,Emily Moreno,Billing,2025-03-14 15:47:49,1267,Inbound,1.8,Product Info,Resolved,158,227-644-0887,Perezfort
633,AGT034,Todd Lam,General Inquiry,2025-04-07 04:08:08,3281,Inbound,4.2,Product Info,Resolved,167,204-826-0533,Lake Emily
634,AGT035,Linda Miller,General Inquiry,2025-01-28 11:10:21,2526,Inbound,4.8,Complaint,Dropped,346,(965)867-7063x282,Amandaburgh
635,AGT036,Tammy Jones MD,Account Management,2025-06-08 21:43:55,3108,Inbound,2.3,Technical Fault,Escalated,203,835-230-1823,Melissaville
636,AGT037,Erin Lynch,Technical Support,2025-04-14 22:24:49,2161,Inbound,5.0,Account Access,Escalated,9,844-228-4800x26213,Johnberg
637,AGT038,Taylor Bradley,Billing,2025-02-16 21:53:55,580,Inbound,2.3,Account Access,Resolved,220,(596)672-3977,Joshuaport
638,AGT039,Daniel Chavez,Billing,2025-02-12 11:56:08,970,Outbound,1.1,Network Problem,Follow-up Required,418,234.411.4385,East Randy
639,AGT040,Drew Kelly,Account Management,2025-05-24 05:03:43,307,Outbound,3.9,Payment Issue,Dropped,802,(380)600-9193x092,Taylorberg
640,AGT041,Jared Cole,Sales,2025-02-25 12:13:16,3371,Outbound,1.0,Technical Fault,Dropped,145,+1-271-339-8817,Jeffreybury
641,AGT042,Lori Fields,General Inquiry,2025-03-09 09:00:28,2528,Inbound,2.4,Technical Fault,Follow-up Required,255,+1-665-853-8967x6574,Port Rachelstad
642,AGT043,Elijah Ray,Technical Support,2025-04-10 17:13:34,1168,Inbound,3.6,Network Problem,Resolved,80,(730)556-5423,West Taylorbury
643,AGT044,Deborah Mcconnell,Technical Support,2025-04-24 01:46:01,3039,Outbound,3.3,Technical Fault,Follow-up Required,835,617-334-7359x549,Matthewview
644,AGT045,Kaitlyn Elliott,Technical Support,2025-03-05 03:03:12,992,Inbound,1.1,Product Info,Escalated,47,520.853.1609,Barrettbury
645,AGT046,Jeffrey Brooks,General Inquiry,2025-01-07 22:23:18,1242,Outbound,2.8,Technical Fault,Resolved,93,(718)753-3226,Hoffmantown
646,AGT047,Christopher Alexander,Technical Support,2025-05-04 01:52:39,699,Outbound,3.6,Network Problem,Follow-up Required,53,3125081455,Dixonborough
647,AGT048,Allen Johnson,Billing,2025-04-27 02:52:42,1829,Outbound,4.3,Order Status,Dropped,851,(208)551-1060,Monroebury
648,AGT049,Diana Smith,General Inquiry,2025-04-08 23:59:36,1924,Outbound,3.9,Payment Issue,Dropped,657,780.923.1197x3479,Jamesmouth
649,AGT050,Jodi Savage,Sales,2025-06-14 02:47:05,3408,Inbound,2.0,Payment Issue,Escalated,270,244-498-9891x51341,Edwardsstad
650,AGT001,Elizabeth Miller,Account Management,2025-04-06 22:55:17,1503,Outbound,3.6,Network Problem,Dropped,157,(519)288-4470x3868,Tammyton
651,AGT002,William Garza,Technical Support,2025-02-25 05:26:00,1420,Outbound,3.0,Payment Issue,Escalated,159,538-837-1951,Williamberg
652,AGT003,Jamie Ware,General Inquiry,2025-05-29 17:26:56,194,Outbound,4.2,Account Access,Follow-up Required,394,3277360287,Melissaborough
653,AGT004,Louis Harrison,General Inquiry,2025-01-04 22:32:46,1184,Outbound,3.9,Account Access,Escalated,253,001-872-862-2442,Hooverbury
654,AGT005,Jorge Cox,Technical Support,2025-04-03 13:03:14,2599,Inbound,1.8,Account Access,Resolved,813,528.506.1537,South Nicole
655,AGT006,Kimberly Hansen,Billing,2025-03-28 17:26:19,562,Outbound,1.3,Payment Issue,Resolved,543,001-968-451-9987x005,Dianamouth
656,AGT007,James Thomas,General Inquiry,2025-02-09 06:49:31,201,Inbound,1.9,Product Info,Dropped,826,+1-688-707-2995x310,Aliciaview
657,AGT008,Heather Peters,Billing,2025-01-05 00:28:22,1891,Inbound,4.4,Technical Fault,Dropped,298,275.778.6845,West Kimstad
658,AGT009,Ian Diaz,Technical Support,2025-06-01 13:29:54,2480,Outbound,1.6,Payment Issue,Follow-up Required,711,(833)855-0316,Jesusburgh
659,AGT010,Marvin Chavez,Technical Support,2025-05-17 01:24:43,2480,Inbound,2.3,Technical Fault,Resolved,505,701-355-3451x27161,Coxborough
660,AGT011,Shannon Wilkins,Technical Support,2025-03-21 00:53:25,748,Outbound,1.6,Complaint,Dropped,766,638.636.0779x99320,East Jeremy
661,AGT012,Jason Murphy,Technical Support,2025-06-19 09:00:22,932,Outbound,3.2,Network Problem,Escalated,21,+1-616-687-5916x60782,Lake Maria
662,AGT013,Matthew Cox,Sales,2025-06-23 23:57:01,642,Outbound,1.6,Complaint,Escalated,385,521-370-2669,South Adamchester
663,AGT014,Charles Pittman,Sales,2025-03-31 10:27:59,2451,Inbound,4.5,Complaint,Escalated,199,9269835328,Fieldsberg
664,AGT015,Justin Anderson,General Inquiry,2025-05-08 19:35:17,3374,Outbound,1.8,Product Info,Follow-up Required,309,+1-758-456-2171x069,Jenniferfort
665,AGT016,Barbara Daniels,Billing,2025-02-02 21:34:49,1278,Outbound,3.0,Account Access,Dropped,520,001-973-976-0738x61173,Robertton
666,AGT017,Melissa Smith,Billing,2025-06-26 08:16:28,1139,Outbound,2.9,Technical Fault,Escalated,10,364-955-4367,Francisport
667,AGT018,Heidi Collins,General Inquiry,2025-01-20 07:37:54,2828,Outbound,2.5,Account Access,Follow-up Required,73,(369)717-4392x09071,Amandaborough
668,AGT019,Jean Shields,Technical Support,2025-02-03 14:56:06,3257,Inbound,3.7,Complaint,Follow-up Required,638,466-483-8743,New Rita
669,AGT020,Jennifer Wall,Account Management,2025-02-21 14:21:12,1779,Outbound,3.5,Network Problem,Escalated,898,(688)305-0524x62331,Underwoodfort
670,AGT021,Tina Johnson,Account Management,2025-02-15 09:23:11,985,Outbound,2.1,Complaint,Dropped,485,290-275-0948x78705,West Michellefort
671,AGT022,Daniel Smith,Technical Support,2025-04-30 08:53:29,685,Outbound,4.6,Account Access,Escalated,17,+1-879-353-2423,Suttonchester
672,AGT023,Theresa Lopez,Billing,2025-05-08 20:03:17,1665,Inbound,2.4,Payment Issue,Escalated,828,362.476.2421x9501,Jennifertown
673,AGT024,Michelle Kemp DVM,Billing,2025-01-07 04:58:23,2709,Outbound,2.5,Order Status,Escalated,154,317-569-1164,New Stacymouth
674,AGT025,Mrs. Ashley Kramer MD,Billing,2025-02-17 11:44:44,322,Inbound,2.3,Technical Fault,Dropped,223,651.896.7082x9784,Port Jimmytown
675,AGT026,Carlos Smith,Technical Support,2025-06-10 09:30:05,2452,Outbound,2.3,Technical Fault,Dropped,238,001-246-261-8546,Dylanport
676,AGT027,Christopher Bailey,Technical Support,2025-02-07 01:21:04,1927,Outbound,3.7,Technical Fault,Escalated,661,254.947.5689,Glenville
677,AGT028,Elizabeth Brooks,Technical Support,2025-03-24 02:04:42,3416,Outbound,3.5,Product Info,Escalated,43,(484)801-3168x41955,West Katelyn
678,AGT029,Jason Oliver,Account Management,2025-05-11 04:58:06,341,Outbound,2.3,Product Info,Resolved,661,001-519-827-3987,Smithstad
679,AGT030,Jessica Liu,Billing,2025-01-07 14:45:22,826,Inbound,1.8,Payment Issue,Escalated,670,(293)957-3094,Howardberg
680,AGT031,Scott Morales,Billing,2025-03-08 14:44:39,1146,Inbound,3.3,Technical Fault,Escalated,721,+1-875-817-7497,Ashleyshire
681,AGT032,Charles Dominguez,Billing,2025-01-18 01:43:04,3384,Inbound,3.6,Network Problem,Escalated,96,+1-783-489-6748,North Alexisfurt
682,AGT033,John Jackson,Billing,2025-01-24 15:05:42,1554,Outbound,4.0,Account Access,Resolved,728,239.401.4603,Petersonton
683,AGT034,Carla Garrison,General Inquiry,2025-02-01 06:40:20,659,Outbound,4.5,Account Access,Dropped,548,+1-376-981-6851x404,Lake Victormouth
684,AGT035,Jacob Le,Account Management,2025-01-02 07:32:00,1250,Outbound,4.6,Payment Issue,Resolved,543,(670)816-0318x27032,Lake Stephen
685,AGT036,Dr. Christopher Lang PhD,Sales,2025-02-28 06:01:14,2308,Inbound,3.1,Complaint,Follow-up Required,312,001-728-357-6759,Christinafurt
686,AGT037,Alexander Alvarado,Billing,2025-02-26 01:17:40,204,Outbound,4.2,Network Problem,Dropped,452,(919)545-4273x8336,Wallacetown
687,AGT038,Christopher Brewer,Technical Support,2025-05-20 20:47:44,3437,Outbound,2.3,Product Info,Dropped,653,406-226-1982,Burnstown
688,AGT039,Natasha Patterson,Sales,2025-04-22 18:48:42,3594,Outbound,2.6,Product Info,Resolved,610,+1-601-387-7835x906,Jamesbury
689,AGT040,Timothy Hayes,Technical Support,2025-04-07 17:18:02,921,Inbound,2.2,Network Problem,Resolved,625,+1-895-768-1586x57421,Lake Trevor
690,AGT041,Alan Woods,Account Management,2025-01-15 12:55:02,3342,Inbound,1.6,Payment Issue,Escalated,187,001-583-891-2711,Port Chelsea
691,AGT042,Raven Singleton,Sales,2025-01-05 00:55:39,2856,Outbound,1.3,Product Info,Escalated,626,(205)224-7461x976,Johnstad
692,AGT043,Michael Lopez,General Inquiry,2025-05-22 11:05:00,918,Outbound,4.2,Payment Issue,Follow-up Required,750,001-936-526-5558,Jonesville
693,AGT044,Dr. Gabriela Mcgee MD,General Inquiry,2025-01-23 08:41:39,2357,Outbound,4.1,Order Status,Resolved,92,(621)736-0922,Port James
694,AGT045,Brett Brady,General Inquiry,2025-05-27 17:58:48,1858,Outbound,1.6,Technical Fault,Dropped,602,001-968-253-0858x84370,West Patrickton
695,AGT046,John Wilcox,General Inquiry,2025-03-08 11:39:56,2858,Inbound,3.1,Order Status,Escalated,526,9333531521,Lake Charlesmouth
696,AGT047,David Mason,Billing,2025-02-08 13:16:37,3042,Outbound,3.2,Payment Issue,Escalated,896,858.775.9054x3047,Lake Patrickmouth
697,AGT048,Brittany Castillo,Account Management,2025-03-21 17:30:37,1708,Inbound,1.1,Order Status,Escalated,723,411-689-3709,Lake Christophertown
698,AGT049,Marisa Owens,Billing,2025-02-26 10:41:33,52,Outbound,2.4,Network Problem,Escalated,552,448-474-0497,West Danielle
699,AGT050,Angela Kirk,Technical Support,2025-03-27 12:32:10,2258,Outbound,2.6,Technical Fault,Resolved,3,(838)641-0738,Lake Travischester
700,AGT001,Kelly Garcia,Billing,2025-03-27 10:23:00,1367,Inbound,4.2,Product Info,Escalated,542,001-214-318-9023,South Traciefurt
701,AGT002,Michael Davis,General Inquiry,2025-03-06 02:49:53,2937,Inbound,1.0,Product Info,Escalated,427,541.538.3308x18035,New John
702,AGT003,Andrea Snow,General Inquiry,2025-02-18 17:18:38,3172,Outbound,3.4,Payment Issue,Dropped,407,001-992-790-2810x189,West Sharonhaven
703,AGT004,William Campbell,Technical Support,2025-04-20 09:18:18,3399,Inbound,2.8,Complaint,Escalated,878,(236)575-2573,Biancahaven
704,AGT005,Jeffrey Reid,Technical Support,2025-06-19 09:09:23,3486,Inbound,3.2,Network Problem,Dropped,689,5444332544,West Emilymouth
705,AGT006,Robert Knight,Technical Support,2025-03-17 07:41:14,3366,Outbound,2.9,Order Status,Resolved,517,317-330-8544x60681,East Steven
706,AGT007,Brittany Thompson,Billing,2025-04-10 20:07:06,2615,Outbound,4.9,Technical Fault,Dropped,181,+1-733-424-8005x7729,South Tiffany
707,AGT008,Russell Stanley,Account Management,2025-02-10 10:08:08,459,Inbound,2.0,Account Access,Follow-up Required,795,(241)599-5824,Port Edgarberg
708,AGT009,Jamie Russell,Billing,2025-01-10 02:09:38,334,Inbound,1.8,Order Status,Escalated,205,001-882-475-5004x16551,Millerborough
709,AGT010,Kevin Fernandez,General Inquiry,2025-03-29 23:27:46,654,Inbound,1.4,Account Access,Escalated,357,(351)762-5981x566,South Selena
710,AGT011,Benjamin Aguilar,Account Management,2025-02-22 20:39:54,3049,Outbound,3.4,Technical Fault,Resolved,541,+1-556-560-9748x844,East Natalie
711,AGT012,Philip Anderson,Sales,2025-01-28 19:37:14,2930,Outbound,4.8,Order Status,Resolved,415,(211)349-0291x884,West Jason
712,AGT013,John Lewis Jr.,Account Management,2025-02-18 05:30:41,1609,Outbound,1.4,Payment Issue,Dropped,773,001-661-592-7769x1059,East Sarafurt
713,AGT014,Jacob Ramirez,General Inquiry,2025-04-16 09:03:17,714,Outbound,1.0,Account Access,Resolved,876,+1-740-468-7491x902,East Josephbury
714,AGT015,Kerri Conley,Technical Support,2025-05-23 10:32:01,3185,Outbound,1.3,Network Problem,Dropped,621,(279)333-5492x598,East Michaelhaven
715,AGT016,Theresa Cunningham,Account Management,2025-06-06 19:01:25,508,Outbound,2.8,Account Access,Resolved,360,844-482-9075,Gilberthaven
