loan_id,customer_id,customer_name,age,income,credit_score,loan_amount,loan_term_months,interest_rate,loan_purpose,loan_type,region,employment_status,debt_to_income_ratio,loan_status,approval_date,funded_date
207,CUST0207,Ariel Valenzuela,48,64116,607,202373,24,11.42,Auto,Auto,South,Retired,28.9,Rejected,2023-11-29,
208,CUST0208,Jennifer Meyers,57,133180,726,297178,60,4.91,Auto,Auto,North,Retired,19.7,Approved,2024-08-21,2025-01-17
209,CUST0209,Samantha Perez,45,49238,848,384891,24,4.04,Personal,Business,North,Employed,25.1,Approved,2023-10-25,2025-05-13
210,CUST0210,Carlos Ward,34,179031,522,256340,24,12.63,Home,Mortgage,South,Employed,23.3,Rejected,2024-04-30,
211,CUST0211,James Hunter,52,88594,509,212949,24,9.3,Business,Student,Central,Unemployed,41.0,Under Review,2024-10-25,
212,CUST0212,Christina Ford,45,159431,809,249320,12,11.93,Education,Mortgage,East,Unemployed,38.9,Approved,2024-06-07,2025-05-25
213,CUST0213,Anne Pratt,58,83005,449,13503,36,9.31,Debt Consolidation,Student,East,Self-Employed,33.4,Approved,2024-03-22,2024-12-07
214,CUST0214,Catherine Rodriguez,36,124572,551,266777,60,10.37,Education,Student,West,Retired,37.4,Approved,2024-02-10,2024-11-07
215,CUST0215,Jade Kaiser,44,69371,443,382651,60,8.63,Personal,Personal,Central,Employed,46.7,Rejected,2024-07-01,
216,CUST0216,Kelly Ayers,26,37717,306,221212,24,12.35,Debt Consolidation,Mortgage,North,Self-Employed,19.3,Rejected,2023-01-11,
217,CUST0217,John Robinson,45,40846,794,350654,48,3.67,Business,Personal,North,Unemployed,31.3,Approved,2023-11-27,2024-08-18
218,CUST0218,Elizabeth Freeman,40,29493,814,431328,48,11.96,Home,Personal,Central,Self-Employed,46.4,Under Review,2023-12-26,
219,CUST0219,Kimberly Thornton,61,163007,558,432407,36,6.31,Education,Student,West,Self-Employed,25.9,Rejected,2024-05-19,
220,CUST0220,Peter Cooper,36,103636,382,347745,12,4.48,Personal,Student,North,Employed,25.2,Rejected,2024-12-18,
221,CUST0221,Dwayne Wise,27,156034,744,343117,36,9.44,Home,Business,North,Self-Employed,44.3,Under Review,2023-10-28,
222,CUST0222,Dr. Andrea Brown MD,58,149649,577,29411,12,10.69,Personal,Business,North,Self-Employed,21.2,Rejected,2024-07-19,
223,CUST0223,Joseph Pearson,42,29104,512,312775,24,11.4,Business,Personal,East,Self-Employed,38.5,Rejected,2024-09-13,
224,CUST0224,Adam Schmitt,58,127015,639,206245,24,11.8,Home,Business,East,Employed,37.6,Approved,2023-11-05,2024-01-01
225,CUST0225,Joshua Vargas,36,44927,648,322282,60,13.53,Education,Personal,East,Retired,25.9,Approved,2024-10-01,2025-02-27
226,CUST0226,David Wade,44,169975,684,231412,24,10.64,Home,Business,East,Self-Employed,36.4,Under Review,2024-06-26,
227,CUST0227,Mitchell Lowe,27,95247,457,204229,24,11.27,Home,Personal,North,Unemployed,22.7,Under Review,2023-01-24,
228,CUST0228,Brittany Rivera,39,51799,435,50768,24,8.03,Personal,Student,North,Employed,32.3,Approved,2024-10-09,2025-03-29
229,CUST0229,Cody Stephens,57,49396,632,457837,48,3.63,Home,Business,South,Self-Employed,26.6,Under Review,2023-04-17,
230,CUST0230,Brittany Roberts,32,61396,575,162879,36,8.68,Business,Auto,West,Unemployed,12.5,Under Review,2024-12-06,
231,CUST0231,Jason Atkins,26,119666,557,134284,48,9.73,Home,Mortgage,East,Employed,17.8,Rejected,2023-05-31,
232,CUST0232,Rebecca Miller,43,187579,689,426567,36,8.12,Debt Consolidation,Business,South,Unemployed,27.2,Approved,2023-06-28,2024-09-18
233,CUST0233,Kristen Cooper,34,150569,621,98133,48,13.67,Debt Consolidation,Student,Central,Self-Employed,21.7,Approved,2024-01-07,2024-10-05
234,CUST0234,Ashley Simpson,39,128005,673,64710,60,5.6,Auto,Business,North,Retired,49.9,Rejected,2023-11-03,
235,CUST0235,Jose Carrillo,35,139938,598,440831,12,12.1,Business,Student,South,Unemployed,41.8,Under Review,2024-01-25,
236,CUST0236,Jennifer Thornton,64,65407,733,418703,48,4.28,Business,Business,West,Retired,49.6,Rejected,2024-04-29,
237,CUST0237,Curtis Trujillo,45,165746,387,62341,24,10.4,Debt Consolidation,Business,North,Retired,24.2,Rejected,2024-06-23,
238,CUST0238,Jeremy Collins,43,137841,408,10530,12,6.22,Personal,Business,Central,Self-Employed,30.4,Under Review,2024-06-06,
239,CUST0239,Bethany Phelps,47,146389,812,84033,36,13.98,Education,Student,North,Employed,29.3,Approved,2023-08-23,2024-02-25
240,CUST0240,Jennifer Hayes DVM,31,116312,619,184865,48,11.73,Education,Student,North,Retired,30.8,Under Review,2024-09-25,
241,CUST0241,Justin Carey,50,108600,368,162424,12,12.01,Education,Personal,South,Self-Employed,14.6,Rejected,2024-09-17,
242,CUST0242,Cassandra Davis,57,66978,638,298522,48,13.56,Business,Mortgage,South,Retired,19.3,Approved,2023-06-05,2024-11-14
243,CUST0243,Earl Torres,61,76727,760,315485,48,7.58,Auto,Auto,North,Employed,38.2,Under Review,2023-12-07,
244,CUST0244,Paul Coffey,56,74010,674,175909,24,8.3,Business,Business,East,Retired,20.5,Under Review,2023-07-20,
245,CUST0245,Janet Young,59,54945,656,189541,48,9.98,Debt Consolidation,Auto,Central,Employed,42.5,Rejected,2023-04-18,
246,CUST0246,Greg Padilla,42,55896,544,165107,12,5.42,Personal,Student,West,Self-Employed,37.7,Rejected,2024-01-31,
247,CUST0247,Raymond Harding,49,73694,798,338185,60,10.78,Auto,Business,South,Retired,35.8,Approved,2024-12-01,2025-05-01
248,CUST0248,David Leon,33,107465,761,329749,12,12.59,Business,Mortgage,South,Retired,48.1,Rejected,2023-12-12,
249,CUST0249,Michael Werner,54,196198,806,219504,48,7.86,Business,Mortgage,North,Employed,43.6,Rejected,2024-07-14,
250,CUST0250,Joshua Cortez,36,101569,333,149102,24,9.14,Business,Business,West,Employed,16.7,Rejected,2024-09-21,
251,CUST0251,Kayla Farrell,39,167372,675,289186,12,11.48,Auto,Student,North,Self-Employed,27.7,Approved,2024-08-11,2024-09-07
252,CUST0252,Sierra Shannon,24,142894,569,187754,12,8.11,Auto,Mortgage,Central,Unemployed,49.8,Rejected,2024-03-10,
253,CUST0253,Ashley Anderson,61,190877,738,92022,60,4.96,Auto,Personal,Central,Unemployed,18.3,Approved,2024-03-04,2024-06-25
254,CUST0254,Douglas Moore,56,98684,472,174687,36,6.54,Personal,Personal,South,Retired,20.7,Rejected,2024-02-25,
255,CUST0255,Erika Bass,39,196939,429,372749,24,6.12,Auto,Student,West,Self-Employed,38.5,Rejected,2023-05-15,
256,CUST0256,Chad Santos,39,189577,724,201698,48,4.29,Home,Student,Central,Unemployed,41.8,Rejected,2023-04-25,
257,CUST0257,Phillip Mcknight,45,144195,799,176593,60,3.53,Debt Consolidation,Personal,West,Unemployed,41.0,Rejected,2024-12-31,
258,CUST0258,John Brown,56,129258,523,230256,24,8.69,Education,Auto,Central,Self-Employed,22.9,Rejected,2024-02-08,
259,CUST0259,David Hernandez,53,115109,349,29087,12,10.07,Home,Personal,South,Retired,43.5,Under Review,2024-11-07,
260,CUST0260,James Mullins,49,78036,435,467499,36,5.17,Education,Personal,East,Unemployed,47.3,Approved,2023-11-08,2024-08-12
261,CUST0261,Amy Hodges,64,195108,469,32151,48,10.07,Auto,Student,North,Employed,39.0,Approved,2024-09-13,2024-10-31
262,CUST0262,Donald Bartlett MD,52,45431,435,316259,24,8.95,Home,Auto,North,Retired,27.8,Rejected,2024-05-09,
263,CUST0263,George Russell,52,43567,534,205838,12,11.17,Education,Auto,East,Self-Employed,14.1,Under Review,2023-01-02,
264,CUST0264,Stacy Mcdaniel,30,193185,446,40867,60,9.41,Auto,Student,East,Self-Employed,34.4,Rejected,2023-03-18,
265,CUST0265,Brian Price,31,132927,753,455868,24,4.41,Home,Business,West,Unemployed,14.0,Approved,2023-09-08,2025-02-24
266,CUST0266,Mrs. Danielle Rodriguez,49,107445,443,134911,36,10.27,Personal,Business,Central,Unemployed,19.9,Rejected,2023-09-20,
267,CUST0267,Phillip Obrien,23,197597,608,112712,60,9.87,Business,Auto,North,Self-Employed,17.5,Approved,2024-09-07,2025-01-02
268,CUST0268,Dana Lawson,29,88198,811,339538,60,4.25,Home,Auto,East,Self-Employed,45.5,Under Review,2023-01-30,
269,CUST0269,Debra Myers,58,135326,674,291448,24,11.51,Home,Personal,Central,Employed,48.2,Approved,2023-08-14,2024-10-01
270,CUST0270,Maria Edwards,35,35440,361,418815,48,8.82,Personal,Student,West,Retired,35.1,Approved,2024-08-16,2024-10-17
271,CUST0271,Joseph Cervantes,56,165943,456,150473,12,6.75,Auto,Mortgage,Central,Unemployed,30.5,Under Review,2024-07-25,
272,CUST0272,Clarence Olsen,62,195351,367,167618,48,11.16,Home,Mortgage,North,Retired,43.9,Approved,2023-11-06,2025-01-12
273,CUST0273,Denise Armstrong,61,184601,356,167157,24,4.75,Debt Consolidation,Personal,South,Retired,38.3,Rejected,2024-04-25,
274,CUST0274,Sandra Salazar,55,160586,565,92536,36,4.83,Education,Personal,North,Unemployed,41.2,Rejected,2024-11-24,
275,CUST0275,Tiffany Campbell,39,162325,365,142861,60,10.09,Personal,Auto,North,Retired,29.8,Rejected,2024-04-20,
276,CUST0276,Jeffrey Dominguez,32,121387,461,138754,12,12.89,Home,Mortgage,Central,Employed,37.0,Approved,2024-09-08,2025-03-11
277,CUST0277,Jacob Barton,22,89107,347,252340,36,7.52,Home,Business,West,Self-Employed,16.0,Under Review,2023-07-24,
278,CUST0278,Joshua Williamson,48,108869,577,438060,12,9.5,Debt Consolidation,Personal,South,Self-Employed,14.8,Rejected,2024-07-31,
279,CUST0279,James Smith,24,130100,370,464795,48,12.59,Education,Auto,North,Retired,40.9,Approved,2024-05-11,2024-10-05
280,CUST0280,Kelsey Castro,34,101439,611,392750,60,6.05,Business,Mortgage,Central,Self-Employed,24.7,Approved,2024-09-07,2024-12-06
281,CUST0281,Tony Nash,48,31267,538,288925,36,10.18,Home,Auto,North,Retired,37.7,Rejected,2024-09-28,
282,CUST0282,Megan Morris,41,52249,510,282775,24,7.91,Auto,Auto,North,Employed,48.4,Rejected,2024-07-27,
283,CUST0283,Elizabeth Hernandez DVM,55,133280,681,245364,12,9.6,Debt Consolidation,Student,North,Employed,30.2,Approved,2023-07-15,2023-07-25
284,CUST0284,Penny Alvarado,30,87068,598,141834,36,13.22,Debt Consolidation,Auto,East,Retired,25.7,Under Review,2023-06-03,
285,CUST0285,Mark Williams,26,78139,439,413911,60,4.64,Business,Student,East,Retired,14.2,Approved,2024-10-24,2025-05-13
286,CUST0286,Monique Ward,44,79430,762,166642,48,6.28,Auto,Auto,Central,Employed,14.8,Approved,2024-04-26,2024-12-03
287,CUST0287,Linda Hill,35,110929,451,52821,24,13.67,Home,Auto,East,Self-Employed,25.8,Approved,2023-04-16,2025-03-02
288,CUST0288,Sierra Cox,47,143541,555,54663,48,4.57,Home,Personal,North,Self-Employed,41.8,Approved,2024-04-03,2024-09-26
289,CUST0289,Crystal Bishop,47,122580,386,310305,60,6.22,Home,Personal,South,Retired,42.5,Rejected,2024-03-02,
290,CUST0290,Jessica Riley,27,111913,425,27385,48,4.03,Business,Student,West,Employed,47.0,Under Review,2023-03-31,
291,CUST0291,Daniel Jones,49,70300,662,117573,24,6.39,Auto,Personal,Central,Self-Employed,27.8,Under Review,2024-05-15,
292,CUST0292,Madeline Holland,53,133001,790,36970,12,6.44,Auto,Business,South,Employed,15.5,Approved,2024-09-06,2025-03-22
293,CUST0293,James Lewis,46,119139,791,290484,48,7.11,Education,Student,East,Self-Employed,32.6,Approved,2023-05-30,2023-11-15
294,CUST0294,Joseph Williamson,60,82414,330,474638,36,4.12,Personal,Auto,Central,Self-Employed,49.7,Rejected,2024-01-04,
295,CUST0295,Mary Harris,28,89974,546,144736,60,12.07,Home,Mortgage,Central,Retired,46.7,Under Review,2023-09-11,
296,CUST0296,Timothy Cook,33,71163,542,315650,36,11.97,Personal,Personal,East,Self-Employed,37.9,Rejected,2024-09-16,
297,CUST0297,Anita Rogers,34,154034,616,97042,48,3.9,Personal,Mortgage,North,Retired,12.2,Approved,2023-06-10,2025-05-02
298,CUST0298,Miss Catherine Maldonado,61,77812,433,183655,24,13.15,Education,Personal,North,Self-Employed,43.8,Rejected,2024-01-16,
299,CUST0299,Richard Johnson,31,54077,838,456238,36,13.59,Debt Consolidation,Student,Central,Employed,24.9,Approved,2024-11-18,2025-05-15
300,CUST0300,Scott Price,43,104105,630,76539,24,11.19,Debt Consolidation,Student,East,Self-Employed,27.5,Under Review,2023-02-07,
301,CUST0301,Andre Mendoza,57,185880,665,122040,60,12.05,Debt Consolidation,Auto,South,Self-Employed,25.1,Under Review,2024-05-15,
302,CUST0302,Cassie Ibarra,58,127655,333,100463,60,6.84,Personal,Mortgage,Central,Employed,42.4,Rejected,2024-03-19,
303,CUST0303,Christopher Jackson,31,111813,379,129778,36,13.81,Home,Auto,West,Employed,16.7,Under Review,2023-12-24,
304,CUST0304,Nicole Smith,37,42771,658,139562,12,11.06,Business,Student,South,Retired,11.9,Approved,2023-09-24,2024-02-16
305,CUST0305,Nichole Dodson,46,117073,684,58177,48,11.78,Debt Consolidation,Mortgage,South,Retired,33.1,Approved,2024-04-25,2024-08-26
306,CUST0306,Morgan Simmons,24,102308,320,172099,36,13.49,Auto,Student,South,Employed,13.0,Rejected,2024-02-09,
307,CUST0307,Charles Brown,27,113591,794,374363,12,8.03,Personal,Student,South,Employed,36.1,Approved,2024-02-25,2025-04-21
308,CUST0308,Angela Andersen,35,74803,719,370531,60,11.08,Education,Auto,East,Self-Employed,39.2,Approved,2023-06-16,2024-11-13
309,CUST0309,Brandy Crosby,47,174886,802,85525,12,7.29,Education,Business,West,Self-Employed,27.1,Approved,2023-09-23,2024-11-20
310,CUST0310,Amy Brown DDS,28,31746,511,94565,36,13.76,Home,Auto,West,Retired,28.9,Under Review,2024-03-10,
311,CUST0311,Sonya Lane,64,94469,393,341522,60,7.57,Business,Auto,South,Retired,24.8,Approved,2024-05-28,2024-09-27
312,CUST0312,Danielle Hayes,50,146912,569,123616,36,9.42,Debt Consolidation,Personal,North,Unemployed,16.0,Rejected,2023-10-28,
313,CUST0313,Brianna Allen,48,179593,532,295246,12,12.33,Business,Business,West,Self-Employed,42.7,Under Review,2023-08-27,
314,CUST0314,Michael Mcintyre,27,128495,335,268245,60,12.95,Debt Consolidation,Business,South,Employed,42.0,Rejected,2023-07-29,
315,CUST0315,Daniel Chung,50,70319,471,116091,24,4.82,Debt Consolidation,Student,South,Self-Employed,26.9,Rejected,2024-10-01,
316,CUST0316,Karen Salas,38,108820,368,50627,48,9.34,Education,Business,West,Employed,32.1,Rejected,2024-11-17,
317,CUST0317,Mark Nguyen,61,179029,835,414828,48,4.68,Personal,Business,Central,Employed,16.0,Approved,2024-04-07,2024-07-21
318,CUST0318,Raymond Swanson,28,172504,403,416957,36,12.61,Business,Auto,West,Retired,45.2,Rejected,2024-02-29,
319,CUST0319,Robert Schultz,52,34821,476,149396,48,5.01,Debt Consolidation,Student,North,Retired,34.3,Rejected,2023-01-19,
320,CUST0320,Frank Stephens,43,87279,350,395987,48,13.17,Home,Auto,East,Unemployed,45.9,Under Review,2024-03-04,
321,CUST0321,Michael Meyer,53,50747,533,75456,36,13.73,Education,Auto,West,Employed,27.7,Approved,2023-12-30,2024-03-20
322,CUST0322,Jennifer Baker DDS,35,131737,796,403193,60,12.61,Personal,Mortgage,North,Unemployed,42.8,Rejected,2024-10-10,
323,CUST0323,Michelle Norris,47,60559,836,466023,60,3.8,Auto,Personal,South,Employed,17.7,Approved,2023-04-30,2024-10-12
324,CUST0324,Todd Cunningham,51,38253,669,374431,24,6.38,Personal,Student,North,Employed,42.9,Under Review,2024-02-16,
325,CUST0325,Tara Jones,53,180724,756,98104,48,9.66,Auto,Auto,North,Unemployed,24.0,Approved,2024-12-06,2024-12-19
326,CUST0326,Amber Jackson,23,126335,350,90410,60,11.69,Auto,Mortgage,South,Unemployed,18.6,Rejected,2024-09-06,
327,CUST0327,Nathaniel Clements,54,30256,309,253563,24,10.3,Home,Mortgage,East,Unemployed,34.0,Rejected,2024-08-06,
328,CUST0328,Michael Stewart,63,97188,733,474490,48,12.44,Auto,Student,East,Retired,28.4,Approved,2024-07-22,2024-10-09
329,CUST0329,Brenda Moran,59,51820,307,273180,36,9.4,Education,Auto,North,Retired,33.8,Approved,2024-06-03,2024-06-14
330,CUST0330,Miranda Sweeney,39,192928,632,456669,36,6.24,Debt Consolidation,Auto,South,Self-Employed,38.4,Approved,2023-11-20,2024-11-16
331,CUST0331,Catherine Hoffman,37,39883,713,351308,36,10.65,Debt Consolidation,Student,East,Unemployed,38.9,Rejected,2023-09-09,
332,CUST0332,Danielle Mcclain,47,126783,336,310672,60,12.07,Debt Consolidation,Mortgage,Central,Retired,23.7,Rejected,2023-03-29,
333,CUST0333,Rebecca Cooper,64,118977,819,162388,24,12.33,Auto,Auto,North,Retired,45.1,Approved,2023-04-02,2024-05-15
334,CUST0334,Zachary Ashley,38,171546,487,361365,36,10.37,Auto,Auto,West,Unemployed,18.9,Under Review,2024-07-22,
335,CUST0335,Meghan Sanchez,59,102083,774,451281,12,8.44,Personal,Business,Central,Employed,44.7,Under Review,2024-02-22,
336,CUST0336,Jennifer Huynh,34,156197,422,459818,48,9.06,Auto,Mortgage,South,Unemployed,26.5,Under Review,2023-05-22,
337,CUST0337,Wesley Edwards,58,144949,446,170876,24,11.68,Debt Consolidation,Mortgage,East,Employed,29.5,Approved,2024-07-09,2025-01-18
338,CUST0338,Jennifer Sexton,39,79888,472,307136,24,8.64,Home,Mortgage,Central,Retired,40.5,Rejected,2023-11-30,
339,CUST0339,Laura Yates,47,137466,788,205968,12,3.9,Education,Personal,East,Self-Employed,18.0,Approved,2023-08-06,2024-04-03
340,CUST0340,Daniel Blanchard,23,26081,554,123628,36,6.78,Personal,Business,East,Self-Employed,14.1,Approved,2024-04-26,2024-11-18
341,CUST0341,Miss Jennifer Johnson,24,103171,597,244036,60,9.76,Debt Consolidation,Mortgage,East,Retired,23.5,Under Review,2024-05-18,
342,CUST0342,Sarah Davis,34,68223,713,15026,24,5.86,Auto,Personal,Central,Self-Employed,49.4,Approved,2023-01-21,2025-04-12
343,CUST0343,Jordan Barajas,63,34794,684,464561,36,11.6,Personal,Personal,North,Employed,34.9,Approved,2024-02-10,2024-11-07
344,CUST0344,Michelle Melton,29,134255,754,204362,12,9.25,Auto,Mortgage,North,Unemployed,29.0,Approved,2023-08-16,2024-04-23
345,CUST0345,Luis Hughes,48,198451,403,352331,60,6.33,Auto,Student,North,Employed,34.2,Under Review,2023-11-26,
346,CUST0346,Christian Robinson,28,155479,503,324292,24,11.67,Auto,Auto,West,Unemployed,43.3,Approved,2024-03-16,2025-01-29
347,CUST0347,Joshua Golden,57,155116,512,365817,48,6.97,Debt Consolidation,Personal,North,Retired,10.1,Approved,2024-07-26,2025-02-07
348,CUST0348,Kathleen Mathews,27,159140,376,384355,12,13.0,Business,Auto,East,Retired,35.8,Approved,2023-05-23,2024-05-29
349,CUST0349,Robert Malone Jr.,33,35340,597,193856,36,7.97,Home,Personal,South,Self-Employed,14.6,Under Review,2024-05-11,
350,CUST0350,Sharon Williams,50,188002,574,465574,12,7.41,Home,Student,West,Retired,23.7,Under Review,2024-09-10,
351,CUST0351,Alyssa Conrad,46,150369,731,345182,24,4.69,Home,Mortgage,North,Retired,37.8,Rejected,2023-06-07,
352,CUST0352,David Powell,52,174145,748,100032,60,7.49,Home,Mortgage,West,Retired,24.3,Approved,2023-08-23,2024-06-20
353,CUST0353,Brett Villegas,29,132815,751,29102,12,6.25,Debt Consolidation,Business,Central,Self-Employed,22.6,Approved,2023-12-10,2024-12-07
354,CUST0354,David Daniel,64,113683,831,279256,60,4.5,Auto,Student,East,Retired,36.5,Approved,2023-09-17,2024-12-18
355,CUST0355,Lori Wheeler,57,185671,355,11105,24,8.81,Business,Mortgage,North,Retired,28.8,Under Review,2023-06-07,
356,CUST0356,Michael Flores,43,97917,351,270776,24,9.28,Auto,Personal,West,Retired,25.1,Rejected,2023-08-08,
357,CUST0357,John Donaldson,50,48073,810,239392,36,4.75,Debt Consolidation,Personal,North,Retired,29.9,Approved,2024-02-20,2024-06-21
358,CUST0358,Rebecca Moore,48,34393,300,438014,12,11.81,Debt Consolidation,Auto,Central,Self-Employed,48.5,Rejected,2023-04-30,
359,CUST0359,Brittany Schneider,51,114352,672,437700,12,12.07,Education,Business,Central,Retired,43.8,Rejected,2023-07-06,
360,CUST0360,Kathleen Hunter,45,143628,416,56085,24,3.52,Debt Consolidation,Auto,Central,Unemployed,24.2,Rejected,2024-11-01,
361,CUST0361,Kimberly Schroeder,24,68032,804,78635,48,4.62,Auto,Personal,West,Self-Employed,34.4,Approved,2024-02-14,2025-01-09
362,CUST0362,Patricia Butler,34,113587,410,401964,48,3.99,Debt Consolidation,Business,North,Retired,35.3,Under Review,2024-02-28,
363,CUST0363,Jackie Maldonado,59,157172,437,266529,12,9.07,Business,Business,West,Self-Employed,11.9,Rejected,2024-11-17,
364,CUST0364,Crystal Kennedy,33,58654,406,208112,60,9.86,Business,Student,Central,Self-Employed,22.9,Under Review,2024-03-15,
365,CUST0365,Nathan Carlson,43,102115,763,426945,24,4.95,Debt Consolidation,Business,East,Unemployed,34.1,Under Review,2024-07-25,
366,CUST0366,Tammie Johnson,57,190827,522,110323,24,10.05,Education,Mortgage,South,Unemployed,21.6,Rejected,2024-06-06,
367,CUST0367,Alexandra Kramer,44,172398,791,310558,60,13.4,Debt Consolidation,Business,East,Retired,38.4,Under Review,2024-02-12,
368,CUST0368,Craig Fletcher,55,52910,325,204685,24,4.06,Education,Mortgage,East,Unemployed,12.3,Approved,2024-11-25,2024-12-11
369,CUST0369,James Wood,25,102369,508,400100,60,3.84,Home,Business,Central,Self-Employed,42.6,Rejected,2024-02-06,
370,CUST0370,Mrs. Alyssa Scott,57,126944,543,272870,36,10.78,Business,Student,West,Unemployed,11.9,Rejected,2024-11-21,
371,CUST0371,Kyle Davis,25,28398,557,111476,60,12.62,Business,Mortgage,East,Self-Employed,44.4,Rejected,2024-03-16,
372,CUST0372,Justin Jordan,34,102116,759,98022,12,5.46,Personal,Personal,West,Employed,17.0,Approved,2024-11-17,2025-01-03
373,CUST0373,Sarah Stephenson,49,98167,570,73192,24,9.63,Education,Student,South,Employed,20.2,Approved,2023-07-21,2023-09-05
374,CUST0374,Yolanda Winters,42,181468,352,410621,60,12.35,Personal,Business,East,Employed,22.0,Rejected,2024-03-25,
375,CUST0375,Todd Morris,42,162729,525,101400,60,4.22,Business,Business,Central,Retired,30.2,Approved,2024-06-11,2024-08-13
376,CUST0376,Darlene Harrington,36,80929,639,178574,36,6.58,Personal,Business,West,Employed,48.0,Approved,2023-10-11,2024-02-06
377,CUST0377,Judy Jones,44,141828,546,479216,60,13.15,Home,Auto,West,Employed,19.8,Under Review,2023-05-16,
378,CUST0378,Cassandra Harris,56,99141,325,482802,60,12.13,Personal,Student,West,Employed,25.0,Under Review,2023-03-03,
379,CUST0379,Lee Jackson,63,75465,628,274428,12,13.46,Personal,Business,North,Employed,16.7,Approved,2023-12-04,2024-12-10
380,CUST0380,Becky Aguilar,62,80882,734,443129,12,5.66,Debt Consolidation,Student,North,Self-Employed,43.1,Approved,2024-03-24,2025-03-05
381,CUST0381,Tracy Marquez,43,34931,389,43403,12,5.37,Home,Business,South,Unemployed,20.1,Under Review,2024-01-14,
382,CUST0382,Manuel Holland,50,190207,714,232029,36,3.68,Personal,Personal,Central,Employed,36.9,Under Review,2024-02-07,
383,CUST0383,Keith Miller,59,36931,374,192537,60,4.61,Education,Business,North,Unemployed,41.5,Rejected,2024-03-27,
384,CUST0384,Jane Bell,50,124985,704,436028,12,8.48,Auto,Student,Central,Unemployed,31.3,Rejected,2024-08-25,
385,CUST0385,Patricia Roberson,31,103133,682,10845,60,12.69,Home,Personal,Central,Retired,15.7,Approved,2024-07-04,2024-10-27
386,CUST0386,Cynthia Wagner,27,104872,515,397322,36,5.72,Personal,Mortgage,South,Self-Employed,46.2,Under Review,2024-11-29,
387,CUST0387,James Bautista,38,75941,417,100083,60,12.45,Personal,Student,Central,Employed,44.1,Under Review,2024-04-20,
388,CUST0388,Ronald Daniels,26,90716,400,108503,60,8.62,Auto,Mortgage,North,Unemployed,23.2,Rejected,2024-07-28,
389,CUST0389,Rebekah Ware,34,108305,797,241268,36,9.97,Personal,Mortgage,Central,Unemployed,22.2,Approved,2023-11-10,2024-01-30
390,CUST0390,Michael Jones,42,137278,472,7533,36,6.08,Debt Consolidation,Student,East,Unemployed,18.9,Approved,2024-12-05,2025-03-12
391,CUST0391,Sabrina Robertson,43,150817,773,238495,36,11.64,Home,Mortgage,Central,Employed,29.5,Approved,2024-01-30,2025-05-25
392,CUST0392,James Perry,39,61700,501,143010,12,11.14,Personal,Personal,Central,Retired,45.7,Rejected,2023-11-02,
393,CUST0393,Dustin Thomas,35,34609,566,289934,60,8.46,Education,Student,South,Unemployed,41.0,Approved,2024-11-27,2025-03-21
394,CUST0394,Carolyn Blackwell,54,158801,392,213029,36,8.77,Personal,Mortgage,Central,Self-Employed,36.5,Under Review,2023-05-20,
395,CUST0395,Lisa Adams,33,173467,449,390833,48,13.36,Business,Mortgage,North,Unemployed,11.6,Under Review,2024-02-10,
396,CUST0396,Anthony Flynn,24,79204,830,480909,36,7.57,Home,Personal,East,Employed,46.7,Rejected,2023-01-15,
397,CUST0397,Scott Sanchez,55,191085,580,442713,36,9.58,Business,Student,East,Employed,32.8,Rejected,2024-06-29,
398,CUST0398,Jerry Peters,46,83431,828,217778,36,12.08,Business,Business,North,Self-Employed,23.8,Approved,2024-12-17,2025-02-22
399,CUST0399,Mark Chase,50,68412,535,45416,60,10.26,Auto,Mortgage,East,Employed,18.5,Rejected,2023-11-13,
400,CUST0400,Jean Harris,48,111566,416,257453,48,8.53,Debt Consolidation,Student,North,Self-Employed,33.6,Approved,2024-04-14,2025-01-04
401,CUST0401,Katrina Flores,58,180280,464,75634,60,3.91,Home,Mortgage,East,Self-Employed,32.9,Rejected,2023-06-11,
402,CUST0402,Nicholas Flores,47,182117,319,465591,36,13.45,Personal,Student,West,Self-Employed,18.7,Under Review,2023-09-22,
403,CUST0403,Elizabeth Johnson,48,182506,446,421607,60,12.11,Debt Consolidation,Business,East,Self-Employed,17.3,Rejected,2024-08-26,
404,CUST0404,Lisa Swanson,43,143874,370,125488,48,7.55,Auto,Business,Central,Retired,14.3,Rejected,2024-07-13,
405,CUST0405,Daniel Hodge,60,50244,481,254492,60,9.8,Personal,Business,North,Employed,45.1,Under Review,2024-05-23,
406,CUST0406,Jody Hines,30,183197,301,475270,48,8.98,Home,Business,West,Self-Employed,24.8,Rejected,2023-07-19,
407,CUST0407,Rodney Garcia,52,124938,658,313830,60,4.53,Business,Mortgage,North,Unemployed,15.4,Approved,2023-04-01,2025-02-11
408,CUST0408,Brandon Spears MD,56,132124,563,104101,12,10.95,Personal,Business,North,Employed,41.6,Under Review,2023-01-09,
409,CUST0409,Christopher Blackburn,35,107811,718,194933,12,5.13,Education,Auto,Central,Retired,36.1,Approved,2023-04-13,2025-03-31
410,CUST0410,Emma Larsen,61,97236,706,400822,24,7.84,Business,Mortgage,East,Retired,41.4,Under Review,2024-03-04,
411,CUST0411,Kimberly Miller,41,176427,652,410900,48,11.23,Debt Consolidation,Personal,South,Retired,44.2,Rejected,2023-06-21,
412,CUST0412,Thomas Mccarthy,32,51287,519,271518,48,11.75,Personal,Personal,South,Retired,42.0,Rejected,2024-03-03,
