sale_id,date,sales_rep_id,sales_rep_name,region,territory,product_category,customer_id,deal_size,deal_value,commission_rate,commission_amount,target_amount,target_achievement_pct,fiscal_quarter,fiscal_year,deal_stage,days_to_close,forecast_category
152,2025-02-02,REP03,Iris Chen,APAC,Lake David Territory,Cloud Platform,CUST0152,Enterprise,38077.84,0.073,2779.68,38329.82,0.0,Q1,2025,Prospecting,,Upside
153,2024-06-14,REP04,Eve Davis,Latin America,Melanietown Territory,Software,CUST0153,Small,144275.59,0.045,6492.4,109783.7,45.9,Q4,2024,Negotiation,,Commit
154,2025-03-31,REP05,Charlie Brown,North America,Laurashire Territory,Services,CUST0154,Medium,140345.7,0.035,4912.1,112945.74,14.5,Q1,2025,Proposal,,Best Case
155,2025-12-28,REP06,Grace Lee,Latin America,South Shannon Territory,Cloud Platform,CUST0155,Small,465011.84,0.072,33480.85,386979.99,62.1,Q1,2025,Negotiation,,Best Case
156,2025-05-23,REP07,Alice Johnson,North America,East Kyle Territory,Cloud Platform,CUST0156,Small,217371.52,0.095,20650.29,212687.98,67.9,Q4,2025,Negotiation,,Commit
157,2024-10-11,REP08,Alice Johnson,South Asia,New Jenny Territory,Hardware,CUST0157,Small,201671.79,0.067,13512.01,157411.67,109.8,Q3,2024,Closed Won,57,Pipeline
158,2025-11-16,REP09,Jack Taylor,North America,Blakemouth Territory,Hardware,CUST0158,Large,394140.36,0.086,33896.07,575725.75,0.0,Q4,2025,Qualification,,Best Case
159,2025-11-22,REP10,Bob Smith,South Asia,Sonyastad Territory,Services,CUST0159,Small,453571.65,0.075,34017.87,617298.82,50.3,Q4,2025,Negotiation,,Best Case
160,2024-08-21,REP01,Charlie Brown,North America,Lyonsfort Territory,Hardware,CUST0160,Large,342070.8,0.046,15735.26,467115.92,0.0,Q4,2024,Prospecting,,Commit
161,2025-12-22,REP02,Henry Wilson,Latin America,Port Richard Territory,Hardware,CUST0161,Large,484452.02,0.087,42147.33,546059.74,0.0,Q1,2025,Closed Lost,,Best Case
162,2024-11-03,REP03,Diana Prince,EMEA,Charlestown Territory,Consulting,CUST0162,Medium,135620.08,0.086,11663.33,144513.29,0.0,Q4,2024,Qualification,,Commit
163,2024-10-18,REP04,Henry Wilson,EMEA,South Frankshire Territory,Services,CUST0163,Large,359484.73,0.051,18333.72,268652.38,28.4,Q2,2024,Proposal,,Commit
164,2025-12-27,REP05,Eve Davis,Latin America,Aaronbury Territory,Hardware,CUST0164,Enterprise,73559.62,0.055,4045.78,56886.98,75.7,Q1,2025,Negotiation,,Pipeline
165,2025-01-09,REP06,Eve Davis,Latin America,Stewartfurt Territory,Cloud Platform,CUST0165,Small,43826.07,0.046,2016.0,32348.38,30.1,Q1,2025,Proposal,,Upside
166,2025-12-11,REP07,Bob Smith,Latin America,South Kimberlystad Territory,Hardware,CUST0166,Medium,13690.66,0.059,807.75,13086.12,86.2,Q2,2025,Closed Won,12,Omitted
167,2024-09-21,REP08,Charlie Brown,South Asia,Gordonchester Territory,Software,CUST0167,Large,169512.4,0.072,12204.89,199553.27,45.4,Q3,2024,Negotiation,,Upside
168,2025-08-29,REP09,Charlie Brown,South Asia,Lake Donaldmouth Territory,Hardware,CUST0168,Medium,489651.41,0.057,27910.13,501885.05,31.0,Q4,2025,Proposal,,Upside
169,2024-06-28,REP10,Jack Taylor,South Asia,East Teresamouth Territory,Cloud Platform,CUST0169,Large,76356.78,0.097,7406.61,60563.28,85.7,Q1,2024,Closed Won,113,Upside
170,2024-09-18,REP01,Jack Taylor,APAC,Byrdmouth Territory,Services,CUST0170,Medium,322109.12,0.092,29634.04,462101.78,47.8,Q1,2024,Negotiation,,Best Case
171,2025-09-29,REP02,Iris Chen,Latin America,New Aaronport Territory,Consulting,CUST0171,Enterprise,233908.47,0.027,6315.53,165935.88,0.0,Q2,2025,Qualification,,Commit
172,2024-01-02,REP03,Alice Johnson,South Asia,Kennethbury Territory,Cloud Platform,CUST0172,Enterprise,236825.17,0.037,8762.53,312001.35,133.1,Q1,2024,Closed Won,126,Upside
173,2024-11-15,REP04,Charlie Brown,North America,Glenport Territory,Hardware,CUST0173,Medium,396180.56,0.079,31298.26,584743.64,35.2,Q3,2024,Proposal,,Commit
174,2025-06-11,REP05,Bob Smith,EMEA,Lopezburgh Territory,Consulting,CUST0174,Small,61886.89,0.069,4270.2,78042.26,20.9,Q4,2025,Proposal,,Pipeline
175,2024-04-26,REP06,Bob Smith,North America,New Vincent Territory,Hardware,CUST0175,Large,246509.75,0.04,9860.39,286184.81,105.2,Q4,2024,Closed Won,28,Commit
176,2024-03-22,REP07,Frank Miller,North America,East Tinafort Territory,Consulting,CUST0176,Large,489256.42,0.063,30823.15,553965.85,41.0,Q3,2024,Negotiation,,Upside
177,2024-01-14,REP08,Diana Prince,EMEA,Lake Rachel Territory,Hardware,CUST0177,Medium,71214.49,0.045,3204.65,97166.87,41.4,Q3,2024,Negotiation,,Best Case
178,2025-01-03,REP09,Alice Johnson,Latin America,New Matthewfort Territory,Cloud Platform,CUST0178,Large,355171.82,0.034,12075.84,465435.8,49.5,Q3,2025,Negotiation,,Best Case
179,2024-07-04,REP10,Eve Davis,North America,Chanmouth Territory,Hardware,CUST0179,Large,471454.15,0.054,25458.52,399563.38,16.6,Q2,2024,Proposal,,Omitted
180,2024-12-12,REP01,Eve Davis,APAC,North Mitchell Territory,Services,CUST0180,Small,359044.62,0.055,19747.45,511113.66,53.6,Q1,2024,Negotiation,,Commit
181,2024-10-04,REP02,Bob Smith,North America,North David Territory,Services,CUST0181,Enterprise,73132.32,0.083,6069.98,99874.4,96.2,Q1,2024,Closed Won,109,Pipeline
182,2024-12-19,REP03,Eve Davis,Latin America,Chasestad Territory,Software,CUST0182,Enterprise,129807.39,0.051,6620.18,141220.38,0.0,Q1,2024,Qualification,,Commit
183,2024-09-12,REP04,Henry Wilson,EMEA,North Jesseshire Territory,Consulting,CUST0183,Medium,340717.72,0.043,14650.86,379459.63,0.0,Q3,2024,Qualification,,Commit
184,2025-08-21,REP05,Jack Taylor,North America,East Briannashire Territory,Hardware,CUST0184,Medium,391190.73,0.063,24645.02,586065.13,47.3,Q4,2025,Negotiation,,Best Case
185,2024-12-22,REP06,Grace Lee,EMEA,Johnstad Territory,Hardware,CUST0185,Enterprise,101962.64,0.049,4996.17,136300.18,0.0,Q3,2024,Qualification,,Commit
186,2025-05-20,REP07,Henry Wilson,South Asia,Brownington Territory,Hardware,CUST0186,Medium,169228.85,0.086,14553.68,203186.41,29.8,Q4,2025,Proposal,,Upside
187,2024-11-03,REP08,Jack Taylor,EMEA,Port Tanya Territory,Software,CUST0187,Enterprise,351240.9,0.058,20371.97,382504.04,50.9,Q1,2024,Negotiation,,Best Case
188,2024-01-27,REP09,Iris Chen,EMEA,Williamsmouth Territory,Services,CUST0188,Enterprise,397694.47,0.027,10737.75,463417.82,30.4,Q3,2024,Proposal,,Pipeline
189,2024-04-20,REP10,Jack Taylor,EMEA,South Amyside Territory,Consulting,CUST0189,Enterprise,391484.55,0.093,36408.06,582286.32,68.0,Q4,2024,Negotiation,,Pipeline
190,2024-12-23,REP01,Charlie Brown,APAC,Richardshire Territory,Hardware,CUST0190,Medium,213366.72,0.062,13228.74,150879.94,63.0,Q4,2024,Negotiation,,Commit
191,2024-11-03,REP02,Bob Smith,APAC,New Emily Territory,Software,CUST0191,Large,161309.64,0.09,14517.87,237407.66,27.6,Q4,2024,Proposal,,Commit
192,2024-03-13,REP03,Diana Prince,APAC,North Rachel Territory,Services,CUST0192,Small,98032.87,0.038,3725.25,76653.83,138.7,Q2,2024,Closed Won,178,Commit
193,2024-11-24,REP04,Jack Taylor,APAC,New Kathleen Territory,Hardware,CUST0193,Small,377180.99,0.047,17727.51,283778.94,112.3,Q2,2024,Closed Won,98,Omitted
194,2025-02-22,REP05,Frank Miller,EMEA,Myersside Territory,Consulting,CUST0194,Small,14899.18,0.098,1460.12,11541.66,25.2,Q3,2025,Proposal,,Best Case
195,2025-12-24,REP06,Jack Taylor,APAC,Lake Zachary Territory,Consulting,CUST0195,Medium,423600.41,0.023,9742.81,409630.22,0.0,Q2,2025,Prospecting,,Omitted
196,2025-05-18,REP07,Diana Prince,Latin America,New Kevinside Territory,Consulting,CUST0196,Small,244598.7,0.02,4891.97,196442.79,42.8,Q1,2025,Negotiation,,Omitted
197,2024-05-27,REP08,Charlie Brown,North America,Lake Andrewfort Territory,Services,CUST0197,Medium,134545.11,0.026,3498.17,160336.9,76.2,Q4,2024,Negotiation,,Commit
198,2025-02-27,REP09,Jack Taylor,Latin America,Billton Territory,Consulting,CUST0198,Medium,17743.34,0.05,887.17,23837.95,63.7,Q1,2025,Negotiation,,Upside
199,2025-04-17,REP10,Henry Wilson,APAC,Lake Bobby Territory,Software,CUST0199,Medium,194724.72,0.023,4478.67,258502.7,67.2,Q3,2025,Negotiation,,Commit
200,2024-01-11,REP01,Bob Smith,APAC,New Jasonview Territory,Cloud Platform,CUST0200,Enterprise,165279.16,0.052,8594.52,230627.94,18.5,Q3,2024,Proposal,,Commit
201,2025-08-14,REP02,Henry Wilson,Latin America,Lake Ryanview Territory,Hardware,CUST0201,Medium,207899.21,0.026,5405.38,185765.69,80.4,Q3,2025,Closed Won,103,Upside
202,2025-04-14,REP03,Eve Davis,Latin America,South Codyville Territory,Hardware,CUST0202,Large,370623.55,0.042,15566.19,365756.51,113.4,Q2,2025,Closed Won,28,Pipeline
203,2025-05-07,REP04,Iris Chen,Latin America,New Edward Territory,Consulting,CUST0203,Enterprise,487532.68,0.045,21938.97,599254.21,46.2,Q2,2025,Negotiation,,Omitted
204,2025-09-26,REP05,Jack Taylor,APAC,Brookstown Territory,Software,CUST0204,Medium,122794.86,0.093,11419.92,107413.72,97.5,Q1,2025,Closed Won,144,Upside
205,2025-07-05,REP06,Diana Prince,Latin America,New Katherine Territory,Cloud Platform,CUST0205,Enterprise,332511.52,0.098,32586.13,279810.37,47.3,Q4,2025,Negotiation,,Omitted
206,2024-10-01,REP07,Iris Chen,EMEA,New Dylanmouth Territory,Consulting,CUST0206,Medium,56559.55,0.032,1809.91,62986.35,92.9,Q2,2024,Closed Won,9,Commit
207,2024-05-19,REP08,Diana Prince,South Asia,Nguyenchester Territory,Cloud Platform,CUST0207,Medium,158390.87,0.069,10928.97,133142.92,90.3,Q4,2024,Closed Won,79,Commit
208,2025-07-10,REP09,Iris Chen,North America,Lucasview Territory,Cloud Platform,CUST0208,Medium,498829.42,0.098,48885.28,428421.99,132.7,Q4,2025,Closed Won,114,Omitted
209,2025-02-08,REP10,Grace Lee,Latin America,Michaelburgh Territory,Hardware,CUST0209,Small,133687.63,0.034,4545.38,112698.79,23.9,Q1,2025,Proposal,,Pipeline
210,2024-03-23,REP01,Jack Taylor,South Asia,Leefort Territory,Hardware,CUST0210,Medium,458951.52,0.092,42223.54,639416.31,128.1,Q2,2024,Closed Won,124,Pipeline
211,2024-02-06,REP02,Jack Taylor,EMEA,Kristychester Territory,Hardware,CUST0211,Large,57913.0,0.059,3416.87,77632.07,34.0,Q3,2024,Proposal,,Best Case
212,2025-02-03,REP03,Diana Prince,Latin America,Cathyburgh Territory,Software,CUST0212,Medium,17902.9,0.067,1199.49,22588.22,51.6,Q4,2025,Negotiation,,Commit
213,2025-02-22,REP04,Alice Johnson,South Asia,Williamville Territory,Cloud Platform,CUST0213,Medium,236705.82,0.052,12308.7,225133.95,10.4,Q2,2025,Proposal,,Pipeline
214,2025-02-03,REP05,Jack Taylor,EMEA,Annashire Territory,Services,CUST0214,Large,350698.74,0.092,32264.28,268993.99,130.8,Q1,2025,Closed Won,107,Upside
215,2025-09-16,REP06,Jack Taylor,Latin America,New Matthewchester Territory,Hardware,CUST0215,Medium,311102.56,0.092,28621.44,441939.13,118.4,Q3,2025,Closed Won,35,Pipeline
216,2024-10-23,REP07,Bob Smith,South Asia,South Melinda Territory,Services,CUST0216,Medium,101298.7,0.099,10028.57,132844.08,0.0,Q4,2024,Prospecting,,Pipeline
217,2025-01-14,REP08,Henry Wilson,Latin America,Lake Seanside Territory,Software,CUST0217,Small,150177.36,0.073,10962.95,181718.46,89.3,Q2,2025,Closed Won,137,Omitted
218,2025-08-31,REP09,Diana Prince,South Asia,Sampsonfort Territory,Services,CUST0218,Large,154084.84,0.068,10477.77,196795.4,136.8,Q4,2025,Closed Won,54,Omitted
219,2024-06-09,REP10,Bob Smith,APAC,North Cynthiashire Territory,Software,CUST0219,Large,218710.73,0.058,12685.22,263029.66,102.5,Q4,2024,Closed Won,178,Omitted
220,2025-12-04,REP01,Iris Chen,EMEA,Tiffanymouth Territory,Software,CUST0220,Medium,22111.4,0.088,1945.8,26465.7,0.0,Q2,2025,Prospecting,,Upside
221,2024-08-19,REP02,Eve Davis,EMEA,Lake Kimberly Territory,Software,CUST0221,Small,438855.06,0.024,10532.52,329586.96,0.0,Q4,2024,Qualification,,Upside
222,2025-02-19,REP03,Jack Taylor,EMEA,Johnsonmouth Territory,Software,CUST0222,Small,212397.08,0.063,13381.02,160187.43,45.2,Q1,2025,Negotiation,,Best Case
223,2025-10-16,REP04,Bob Smith,APAC,North Kevinshire Territory,Services,CUST0223,Small,66817.93,0.061,4075.89,78088.87,75.6,Q3,2025,Negotiation,,Upside
224,2025-12-26,REP05,Iris Chen,EMEA,Wrightstad Territory,Services,CUST0224,Medium,100000.58,0.021,2100.01,92261.08,109.2,Q1,2025,Closed Won,43,Best Case
225,2024-08-31,REP06,Henry Wilson,EMEA,Edwardberg Territory,Services,CUST0225,Medium,452995.13,0.025,11324.88,395846.02,31.2,Q1,2024,Proposal,,Omitted
226,2025-09-14,REP07,Grace Lee,North America,Lake Terri Territory,Software,CUST0226,Small,391189.74,0.067,26209.71,568284.77,0.0,Q1,2025,Qualification,,Commit
227,2025-07-17,REP08,Bob Smith,EMEA,Leahport Territory,Cloud Platform,CUST0227,Medium,254257.46,0.08,20340.6,300006.21,75.6,Q3,2025,Negotiation,,Upside
228,2024-07-03,REP09,Frank Miller,APAC,South Juliestad Territory,Hardware,CUST0228,Medium,161004.92,0.063,10143.31,195969.66,72.0,Q3,2024,Negotiation,,Best Case
229,2025-09-21,REP10,Diana Prince,Latin America,Lindseyview Territory,Hardware,CUST0229,Large,29858.79,0.069,2060.26,43419.58,21.7,Q2,2025,Proposal,,Upside
230,2024-04-23,REP01,Grace Lee,EMEA,Stokesbury Territory,Services,CUST0230,Small,130446.31,0.059,7696.33,112596.9,64.3,Q3,2024,Negotiation,,Upside
231,2024-05-01,REP02,Diana Prince,South Asia,Kimberlyfort Territory,Hardware,CUST0231,Small,435915.81,0.092,40104.25,443671.13,121.9,Q3,2024,Closed Won,114,Upside
232,2025-07-04,REP03,Henry Wilson,APAC,Lake Donaldberg Territory,Hardware,CUST0232,Large,456816.58,0.095,43397.58,524531.62,102.9,Q4,2025,Closed Won,127,Best Case
233,2024-02-17,REP04,Henry Wilson,APAC,East Derrick Territory,Hardware,CUST0233,Enterprise,322450.52,0.096,30955.25,316500.87,0.0,Q3,2024,Qualification,,Upside
234,2025-11-29,REP05,Diana Prince,Latin America,Howardchester Territory,Services,CUST0234,Large,482301.66,0.03,14469.05,609952.64,105.7,Q1,2025,Closed Won,36,Best Case
235,2024-02-29,REP06,Frank Miller,EMEA,Valerieville Territory,Cloud Platform,CUST0235,Medium,215888.23,0.086,18566.39,176366.26,134.7,Q3,2024,Closed Won,160,Omitted
236,2024-03-24,REP07,Iris Chen,Latin America,Joshuatown Territory,Services,CUST0236,Small,434483.98,0.069,29979.39,507002.59,69.2,Q4,2024,Negotiation,,Commit
237,2024-08-10,REP08,Charlie Brown,North America,Port Ryan Territory,Hardware,CUST0237,Medium,212063.26,0.097,20570.14,271201.26,121.2,Q2,2024,Closed Won,32,Pipeline
238,2024-11-18,REP09,Jack Taylor,South Asia,Josephside Territory,Cloud Platform,CUST0238,Medium,84616.54,0.052,4400.06,97775.48,104.6,Q2,2024,Closed Won,50,Omitted
239,2024-02-03,REP10,Charlie Brown,North America,Katieville Territory,Software,CUST0239,Enterprise,465533.31,0.1,46553.33,662513.14,92.5,Q4,2024,Closed Won,140,Best Case
240,2024-03-28,REP01,Jack Taylor,Latin America,Johnsonborough Territory,Cloud Platform,CUST0240,Medium,455816.66,0.088,40111.87,392161.75,81.7,Q4,2024,Closed Won,83,Commit
241,2024-04-11,REP02,Grace Lee,APAC,West Michael Territory,Services,CUST0241,Medium,472600.94,0.088,41588.88,651941.66,36.2,Q2,2024,Proposal,,Omitted
242,2025-02-02,REP03,Jack Taylor,South Asia,South Darleneborough Territory,Software,CUST0242,Enterprise,189826.26,0.086,16325.06,133853.23,55.4,Q4,2025,Negotiation,,Upside
243,2025-02-24,REP04,Grace Lee,Latin America,Ericland Territory,Services,CUST0243,Enterprise,181513.5,0.084,15247.13,267346.97,0.0,Q4,2025,Qualification,,Pipeline
244,2024-07-10,REP05,Henry Wilson,EMEA,Woodstown Territory,Services,CUST0244,Medium,92104.67,0.038,3499.98,108929.36,108.2,Q4,2024,Closed Won,73,Commit
245,2025-11-25,REP06,Grace Lee,Latin America,Heathershire Territory,Software,CUST0245,Medium,320516.35,0.036,11538.59,226137.61,0.0,Q4,2025,Prospecting,,Best Case
246,2024-12-24,REP07,Frank Miller,South Asia,Port Kevin Territory,Consulting,CUST0246,Small,47580.85,0.074,3520.98,39137.09,23.0,Q1,2024,Proposal,,Best Case
247,2025-04-11,REP08,Grace Lee,North America,Leslieport Territory,Consulting,CUST0247,Enterprise,268728.35,0.042,11286.59,377737.68,15.6,Q4,2025,Proposal,,Omitted
248,2024-01-05,REP09,Eve Davis,South Asia,North Regina Territory,Hardware,CUST0248,Large,25385.03,0.025,634.63,18122.08,0.0,Q4,2024,Prospecting,,Best Case
249,2025-03-29,REP10,Grace Lee,Latin America,South Brian Territory,Hardware,CUST0249,Enterprise,62360.06,0.086,5362.97,44421.57,0.0,Q1,2025,Qualification,,Pipeline
250,2024-05-19,REP01,Grace Lee,South Asia,Jessicaborough Territory,Consulting,CUST0250,Medium,173127.48,0.072,12465.18,246261.27,0.0,Q4,2024,Qualification,,Best Case
251,2024-10-06,REP02,Grace Lee,Latin America,East Jerome Territory,Hardware,CUST0251,Medium,278124.3,0.038,10568.72,281227.74,0.0,Q3,2024,Prospecting,,Omitted
252,2025-02-13,REP03,Frank Miller,EMEA,Cherylport Territory,Services,CUST0252,Small,15827.65,0.025,395.69,20596.86,50.4,Q2,2025,Negotiation,,Omitted
253,2025-11-21,REP04,Grace Lee,Latin America,Johnsonland Territory,Software,CUST0253,Medium,208033.43,0.076,15810.54,216641.08,31.5,Q4,2025,Proposal,,Omitted
254,2025-06-15,REP05,Iris Chen,APAC,Denisebury Territory,Services,CUST0254,Medium,121556.45,0.1,12155.65,160833.33,63.9,Q2,2025,Negotiation,,Pipeline
255,2025-09-29,REP06,Iris Chen,South Asia,West Holly Territory,Hardware,CUST0255,Small,448787.44,0.072,32312.7,441178.4,91.9,Q4,2025,Closed Won,81,Commit
256,2024-06-19,REP07,Eve Davis,North America,West Timothy Territory,Consulting,CUST0256,Medium,418773.23,0.089,37270.82,621373.41,114.0,Q4,2024,Closed Won,35,Upside
257,2024-09-30,REP08,Jack Taylor,North America,Lake Andreaburgh Territory,Hardware,CUST0257,Medium,475929.31,0.041,19513.1,673604.04,0.0,Q3,2024,Qualification,,Commit
258,2024-12-13,REP09,Charlie Brown,North America,Devonchester Territory,Software,CUST0258,Medium,267537.84,0.071,18995.19,222756.58,71.9,Q3,2024,Negotiation,,Pipeline
259,2025-12-04,REP10,Alice Johnson,North America,South Bryanberg Territory,Cloud Platform,CUST0259,Enterprise,54705.83,0.029,1586.47,70190.32,42.3,Q2,2025,Negotiation,,Upside
260,2024-09-01,REP01,Diana Prince,Latin America,Port Eric Territory,Hardware,CUST0260,Enterprise,369367.86,0.075,27702.59,454525.68,64.2,Q2,2024,Negotiation,,Pipeline
261,2025-03-04,REP02,Bob Smith,EMEA,Alexanderville Territory,Software,CUST0261,Enterprise,371492.27,0.078,28976.4,511907.17,97.7,Q1,2025,Closed Won,149,Upside
262,2025-03-25,REP03,Charlie Brown,North America,Andrewbury Territory,Cloud Platform,CUST0262,Small,440892.8,0.068,29980.71,563773.45,38.1,Q1,2025,Proposal,,Pipeline
263,2025-10-04,REP04,Alice Johnson,Latin America,Sanchezport Territory,Cloud Platform,CUST0263,Medium,215649.78,0.076,16389.38,198452.16,30.1,Q1,2025,Proposal,,Upside
264,2024-12-30,REP05,Grace Lee,APAC,Allenside Territory,Hardware,CUST0264,Medium,464261.34,0.029,13463.58,332899.39,59.9,Q3,2024,Negotiation,,Best Case
265,2025-05-24,REP06,Frank Miller,Latin America,Olsonfort Territory,Software,CUST0265,Medium,235011.5,0.076,17860.87,277148.92,43.0,Q3,2025,Negotiation,,Omitted
266,2025-07-28,REP07,Grace Lee,North America,South Melinda Territory,Software,CUST0266,Enterprise,78610.57,0.025,1965.26,109833.73,0.0,Q2,2025,Qualification,,Pipeline
267,2024-11-14,REP08,Jack Taylor,North America,Port Betty Territory,Services,CUST0267,Medium,70251.1,0.067,4706.82,68348.78,47.1,Q2,2024,Negotiation,,Upside
268,2025-12-20,REP09,Frank Miller,Latin America,East Kyle Territory,Cloud Platform,CUST0268,Medium,269240.49,0.031,8346.46,209090.29,80.7,Q2,2025,Closed Won,115,Commit
269,2025-05-16,REP10,Charlie Brown,North America,South Margaret Territory,Consulting,CUST0269,Large,412872.81,0.058,23946.62,603592.19,60.3,Q2,2025,Negotiation,,Best Case
270,2024-05-11,REP01,Iris Chen,APAC,Port Victoria Territory,Consulting,CUST0270,Enterprise,418020.34,0.087,36367.77,366457.95,55.2,Q4,2024,Negotiation,,Upside
271,2024-05-02,REP02,Eve Davis,North America,Ruizland Territory,Consulting,CUST0271,Medium,410077.59,0.085,34856.6,375978.35,0.0,Q3,2024,Qualification,,Commit
272,2024-03-03,REP03,Diana Prince,APAC,Hallfort Territory,Consulting,CUST0272,Medium,76222.04,0.057,4344.66,65557.39,138.6,Q4,2024,Closed Won,96,Best Case
273,2024-12-01,REP04,Bob Smith,APAC,Michellestad Territory,Software,CUST0273,Small,301861.99,0.06,18111.72,371542.64,37.3,Q3,2024,Proposal,,Pipeline
274,2024-12-16,REP05,Jack Taylor,North America,Gonzalezview Territory,Hardware,CUST0274,Large,224018.95,0.086,19265.63,277000.76,50.8,Q3,2024,Negotiation,,Upside
275,2024-07-25,REP06,Frank Miller,North America,Ianside Territory,Services,CUST0275,Large,222716.3,0.022,4899.76,189514.0,33.4,Q3,2024,Proposal,,Pipeline
276,2024-08-04,REP07,Henry Wilson,North America,East Chrisstad Territory,Consulting,CUST0276,Small,100180.5,0.034,3406.14,132636.2,103.2,Q3,2024,Closed Won,163,Commit
277,2025-10-18,REP08,Charlie Brown,Latin America,North Michael Territory,Software,CUST0277,Large,140640.53,0.064,9000.99,122696.7,28.5,Q4,2025,Proposal,,Pipeline
278,2024-10-23,REP09,Diana Prince,Latin America,Port William Territory,Services,CUST0278,Medium,263895.01,0.044,11611.38,251365.67,119.0,Q1,2024,Closed Won,107,Omitted
279,2025-10-18,REP10,Grace Lee,Latin America,East Haileyfurt Territory,Services,CUST0279,Enterprise,324904.7,0.065,21118.81,357741.52,57.2,Q4,2025,Negotiation,,Upside
280,2025-08-23,REP01,Grace Lee,South Asia,West John Territory,Services,CUST0280,Small,121085.69,0.032,3874.74,170845.07,0.0,Q3,2025,Qualification,,Best Case
281,2024-12-09,REP02,Eve Davis,South Asia,New John Territory,Hardware,CUST0281,Small,171501.09,0.074,12691.08,175916.31,51.9,Q4,2024,Negotiation,,Upside
282,2025-05-15,REP03,Grace Lee,Latin America,Carlbury Territory,Software,CUST0282,Large,99914.81,0.054,5395.4,82326.77,0.0,Q1,2025,Closed Lost,,Pipeline
283,2025-09-19,REP04,Frank Miller,Latin America,Michelleville Territory,Services,CUST0283,Enterprise,336044.69,0.086,28899.84,462625.76,115.1,Q3,2025,Closed Won,127,Best Case
284,2025-04-25,REP05,Charlie Brown,APAC,West Chadhaven Territory,Consulting,CUST0284,Small,70120.37,0.065,4557.82,78531.15,57.8,Q3,2025,Negotiation,,Pipeline
285,2025-06-18,REP06,Grace Lee,Latin America,Butlerbury Territory,Cloud Platform,CUST0285,Medium,344666.74,0.078,26884.01,374676.49,121.4,Q4,2025,Closed Won,85,Commit
286,2025-07-20,REP07,Grace Lee,Latin America,New Johntown Territory,Software,CUST0286,Medium,387364.6,0.031,12008.3,499289.03,128.2,Q4,2025,Closed Won,13,Pipeline
287,2025-05-29,REP08,Diana Prince,North America,Port James Territory,Cloud Platform,CUST0287,Small,399834.91,0.074,29587.78,310035.86,40.6,Q1,2025,Negotiation,,Best Case
288,2024-01-04,REP09,Alice Johnson,South Asia,East Roberto Territory,Cloud Platform,CUST0288,Medium,396022.2,0.098,38810.18,433853.12,125.9,Q1,2024,Closed Won,10,Omitted
289,2024-05-20,REP10,Frank Miller,EMEA,New Brenda Territory,Software,CUST0289,Medium,383376.62,0.069,26452.99,320257.27,130.4,Q4,2024,Closed Won,97,Pipeline
290,2025-02-28,REP01,Charlie Brown,South Asia,Gamblestad Territory,Services,CUST0290,Small,475021.88,0.034,16150.74,630110.27,0.0,Q2,2025,Qualification,,Commit
291,2024-12-28,REP02,Eve Davis,APAC,West David Territory,Consulting,CUST0291,Small,376529.04,0.023,8660.17,307276.98,0.0,Q3,2024,Qualification,,Best Case
292,2024-05-12,REP03,Grace Lee,North America,Carrollstad Territory,Software,CUST0292,Large,259548.79,0.048,12458.34,333898.0,0.0,Q4,2024,Qualification,,Commit
293,2024-09-20,REP04,Bob Smith,EMEA,Sototon Territory,Cloud Platform,CUST0293,Medium,148284.02,0.085,12604.14,204367.23,54.6,Q3,2024,Negotiation,,Omitted
294,2025-06-07,REP05,Iris Chen,Latin America,Brendanfort Territory,Software,CUST0294,Enterprise,304120.41,0.041,12468.94,318296.54,45.5,Q4,2025,Negotiation,,Upside
295,2024-02-25,REP06,Eve Davis,North America,Castroton Territory,Services,CUST0295,Enterprise,103732.19,0.053,5497.81,111457.03,138.4,Q1,2024,Closed Won,71,Upside
296,2024-05-12,REP07,Bob Smith,South Asia,Washingtonmouth Territory,Software,CUST0296,Enterprise,312294.2,0.083,25920.42,322391.89,77.5,Q4,2024,Negotiation,,Pipeline
297,2025-11-04,REP08,Frank Miller,North America,South James Territory,Software,CUST0297,Small,41582.8,0.055,2287.05,56059.31,77.6,Q2,2025,Negotiation,,Omitted
298,2024-12-04,REP09,Jack Taylor,Latin America,Natashaville Territory,Services,CUST0298,Enterprise,271797.59,0.075,20384.82,271239.12,121.5,Q3,2024,Closed Won,176,Best Case
299,2025-01-29,REP10,Iris Chen,North America,Fergusonberg Territory,Hardware,CUST0299,Medium,389886.9,0.05,19494.35,560820.56,106.5,Q2,2025,Closed Won,153,Upside
300,2024-12-22,REP01,Frank Miller,Latin America,Grantmouth Territory,Hardware,CUST0300,Medium,282165.99,0.099,27934.43,304433.85,21.5,Q3,2024,Proposal,,Commit
301,2024-09-18,REP02,Frank Miller,EMEA,Collinschester Territory,Hardware,CUST0301,Small,168471.21,0.044,7412.73,220228.03,66.6,Q3,2024,Negotiation,,Best Case
302,2025-10-06,REP03,Eve Davis,South Asia,Ashleyville Territory,Hardware,CUST0302,Small,176866.85,0.082,14503.08,133860.52,83.7,Q2,2025,Closed Won,128,Pipeline
303,2025-01-01,REP04,Bob Smith,South Asia,North Tina Territory,Services,CUST0303,Medium,248947.39,0.026,6472.63,335109.97,96.8,Q1,2025,Closed Won,151,Omitted
304,2025-06-16,REP05,Diana Prince,EMEA,Guerrashire Territory,Cloud Platform,CUST0304,Medium,428986.99,0.069,29600.1,344366.92,47.3,Q2,2025,Negotiation,,Pipeline
